period,stateId,stateDescription,producertypeid,producerTypeDescription,energysourceid,energySourceDescription,capability,capability-units
2024,MI,Michigan,EU,Electric Utilities,ALL,All,23876.4,megawatts
2024,MI,Michigan,EU,Electric Utilities,BAT,Battery,1.3,megawatts
2024,MI,Michigan,EU,Electric Utilities,COL,Coal,5666.5,megawatts
2024,MI,Michigan,EU,Electric Utilities,HPS,Pumped Storage,2179.8,megawatts
2024,MI,Michigan,EU,Electric Utilities,HYC,Hydroelectric,245.6,megawatts
2024,MI,Michigan,EU,Electric Utilities,NG,Natural Gas,9713.6,megawatts
2024,MI,Michigan,EU,Electric Utilities,NGCC,Natural Gas - CC,4197.7,megawatts
2024,MI,Michigan,EU,Electric Utilities,NGGT,Natural Gas - GT,3139.0,megawatts
2024,MI,Michigan,EU,Electric Utilities,NGIC,Natural Gas - IC,349.6,megawatts
2024,MI,Michigan,EU,Electric Utilities,NGST,Natural Gas - ST,2027.3,megawatts
2024,MI,Michigan,EU,Electric Utilities,NUC,Nuclear,3318.0,megawatts
2024,MI,Michigan,EU,Electric Utilities,PET,Petroleum,368.7,megawatts
2024,MI,Michigan,EU,Electric Utilities,PETGT,Petroleum - GT,198.3,megawatts
2024,MI,Michigan,EU,Electric Utilities,PETIC,Petroleum - IC,170.4,megawatts
2024,MI,Michigan,EU,Electric Utilities,SOL,Solar,61.8,megawatts
2024,MI,Michigan,EU,Electric Utilities,SOLPV,Solar - PV,61.8,megawatts
2024,MI,Michigan,EU,Electric Utilities,WND,Wind,2321.1,megawatts
2024,MI,Michigan,IPP,Independent Power Producers,ALL,All,8263.0,megawatts
2024,MI,Michigan,IPP,Independent Power Producers,COL,Coal,65.8,megawatts
2024,MI,Michigan,IPP,Independent Power Producers,HYC,Hydroelectric,17.9,megawatts
2024,MI,Michigan,IPP,Independent Power Producers,NG,Natural Gas,4066.8,megawatts
2024,MI,Michigan,IPP,Independent Power Producers,NGCC,Natural Gas - CC,3491.2,megawatts
2024,MI,Michigan,IPP,Independent Power Producers,NGGT,Natural Gas - GT,416.0,megawatts
2024,MI,Michigan,IPP,Independent Power Producers,NGIC,Natural Gas - IC,37.2,megawatts
2024,MI,Michigan,IPP,Independent Power Producers,NGST,Natural Gas - ST,122.4,megawatts
2024,MI,Michigan,IPP,Independent Power Producers,NUC,Nuclear,768.5,megawatts
2024,MI,Michigan,IPP,Independent Power Producers,OBM,Other Biomass,155.7,megawatts
2024,MI,Michigan,IPP,Independent Power Producers,OOG,Other Gas,250.0,megawatts
2024,MI,Michigan,IPP,Independent Power Producers,PET,Petroleum,66.3,megawatts
2024,MI,Michigan,IPP,Independent Power Producers,PETIC,Petroleum - IC,19.1,megawatts
2024,MI,Michigan,IPP,Independent Power Producers,PETST,Petroleum - ST,47.2,megawatts
2024,MI,Michigan,IPP,Independent Power Producers,SOL,Solar,1096.2,megawatts
2024,MI,Michigan,IPP,Independent Power Producers,SOLPV,Solar - PV,1096.2,megawatts
2024,MI,Michigan,IPP,Independent Power Producers,WND,Wind,1453.2,megawatts
2024,MI,Michigan,IPP,Independent Power Producers,WOO,Wood,322.6,megawatts
2024,MI,Michigan,TOT,All sectors,ALL,All,32139.4,megawatts
2024,MI,Michigan,TOT,All sectors,BAT,Battery,1.3,megawatts
2024,MI,Michigan,TOT,All sectors,COL,Coal,5732.3,megawatts
2024,MI,Michigan,TOT,All sectors,HPS,Pumped Storage,2179.8,megawatts
2024,MI,Michigan,TOT,All sectors,HYC,Hydroelectric,263.5,megawatts
2024,MI,Michigan,TOT,All sectors,NG,Natural Gas,13780.4,megawatts
2024,MI,Michigan,TOT,All sectors,NGCC,Natural Gas - CC,7688.9,megawatts
2024,MI,Michigan,TOT,All sectors,NGGT,Natural Gas - GT,3555.0,megawatts
2024,MI,Michigan,TOT,All sectors,NGIC,Natural Gas - IC,386.8,megawatts
2024,MI,Michigan,TOT,All sectors,NGST,Natural Gas - ST,2149.7,megawatts
2024,MI,Michigan,TOT,All sectors,NUC,Nuclear,4086.5,megawatts
2024,MI,Michigan,TOT,All sectors,OBM,Other Biomass,155.7,megawatts
2024,MI,Michigan,TOT,All sectors,OOG,Other Gas,250.0,megawatts
2024,MI,Michigan,TOT,All sectors,PET,Petroleum,435.0,megawatts
2024,MI,Michigan,TOT,All sectors,PETGT,Petroleum - GT,198.3,megawatts
2024,MI,Michigan,TOT,All sectors,PETIC,Petroleum - IC,189.5,megawatts
2024,MI,Michigan,TOT,All sectors,PETST,Petroleum - ST,47.2,megawatts
2024,MI,Michigan,TOT,All sectors,SOL,Solar,1158.0,megawatts
2024,MI,Michigan,TOT,All sectors,SOLPV,Solar - PV,1158.0,megawatts
2024,MI,Michigan,TOT,All sectors,WND,Wind,3774.3,megawatts
2024,MI,Michigan,TOT,All sectors,WOO,Wood,322.6,megawatts
2024,MN,Minnesota,EU,Electric Utilities,ALL,All,11862.8,megawatts
2024,MN,Minnesota,EU,Electric Utilities,BAT,Battery,5.0,megawatts
2024,MN,Minnesota,EU,Electric Utilities,COL,Coal,3004.0,megawatts
2024,MN,Minnesota,EU,Electric Utilities,HYC,Hydroelectric,138.3,megawatts
2024,MN,Minnesota,EU,Electric Utilities,NG,Natural Gas,4216.0,megawatts
2024,MN,Minnesota,EU,Electric Utilities,NGCC,Natural Gas - CC,1578.0,megawatts
2024,MN,Minnesota,EU,Electric Utilities,NGGT,Natural Gas - GT,2231.9,megawatts
2024,MN,Minnesota,EU,Electric Utilities,NGIC,Natural Gas - IC,230.8,megawatts
2024,MN,Minnesota,EU,Electric Utilities,NGST,Natural Gas - ST,175.3,megawatts
2024,MN,Minnesota,EU,Electric Utilities,NUC,Nuclear,1657.0,megawatts
2024,MN,Minnesota,EU,Electric Utilities,OBM,Other Biomass,37.5,megawatts
2024,MN,Minnesota,EU,Electric Utilities,PET,Petroleum,727.3,megawatts
2024,MN,Minnesota,EU,Electric Utilities,PETGT,Petroleum - GT,370.3,megawatts
2024,MN,Minnesota,EU,Electric Utilities,PETIC,Petroleum - IC,357.0,megawatts
2024,MN,Minnesota,EU,Electric Utilities,SOL,Solar,318.3,megawatts
2024,MN,Minnesota,EU,Electric Utilities,SOLPV,Solar - PV,318.3,megawatts
2024,MN,Minnesota,EU,Electric Utilities,WND,Wind,1759.4,megawatts
2024,MN,Minnesota,IPP,Independent Power Producers,ALL,All,6349.8,megawatts
2024,MN,Minnesota,IPP,Independent Power Producers,BAT,Battery,16.0,megawatts
2024,MN,Minnesota,IPP,Independent Power Producers,COL,Coal,131.5,megawatts
2024,MN,Minnesota,IPP,Independent Power Producers,HYC,Hydroelectric,73.7,megawatts
2024,MN,Minnesota,IPP,Independent Power Producers,NG,Natural Gas,1315.4,megawatts
2024,MN,Minnesota,IPP,Independent Power Producers,NGCC,Natural Gas - CC,954.9,megawatts
2024,MN,Minnesota,IPP,Independent Power Producers,NGGT,Natural Gas - GT,338.5,megawatts
2024,MN,Minnesota,IPP,Independent Power Producers,NGST,Natural Gas - ST,22.0,megawatts
2024,MN,Minnesota,IPP,Independent Power Producers,OBM,Other Biomass,73.1,megawatts
2024,MN,Minnesota,IPP,Independent Power Producers,OT,Other,6.1,megawatts
2024,MN,Minnesota,IPP,Independent Power Producers,PET,Petroleum,62.6,megawatts
2024,MN,Minnesota,IPP,Independent Power Producers,PETIC,Petroleum - IC,62.6,megawatts
2024,MN,Minnesota,IPP,Independent Power Producers,SOL,Solar,1323.4,megawatts
2024,MN,Minnesota,IPP,Independent Power Producers,SOLPV,Solar - PV,1323.4,megawatts
2024,MN,Minnesota,IPP,Independent Power Producers,WND,Wind,3142.0,megawatts
2024,MN,Minnesota,IPP,Independent Power Producers,WOO,Wood,206.0,megawatts
2024,MN,Minnesota,TOT,All sectors,ALL,All,18212.6,megawatts
2024,MN,Minnesota,TOT,All sectors,BAT,Battery,21.0,megawatts
2024,MN,Minnesota,TOT,All sectors,COL,Coal,3135.5,megawatts
2024,MN,Minnesota,TOT,All sectors,HYC,Hydroelectric,212.0,megawatts
2024,MN,Minnesota,TOT,All sectors,NG,Natural Gas,5531.4,megawatts
2024,MN,Minnesota,TOT,All sectors,NGCC,Natural Gas - CC,2532.9,megawatts
2024,MN,Minnesota,TOT,All sectors,NGGT,Natural Gas - GT,2570.4,megawatts
2024,MN,Minnesota,TOT,All sectors,NGIC,Natural Gas - IC,230.8,megawatts
2024,MN,Minnesota,TOT,All sectors,NGST,Natural Gas - ST,197.3,megawatts
2024,MN,Minnesota,TOT,All sectors,NUC,Nuclear,1657.0,megawatts
2024,MN,Minnesota,TOT,All sectors,OBM,Other Biomass,110.6,megawatts
2024,MN,Minnesota,TOT,All sectors,OT,Other,6.1,megawatts
2024,MN,Minnesota,TOT,All sectors,PET,Petroleum,789.9,megawatts
2024,MN,Minnesota,TOT,All sectors,PETGT,Petroleum - GT,370.3,megawatts
2024,MN,Minnesota,TOT,All sectors,PETIC,Petroleum - IC,419.6,megawatts
2024,MN,Minnesota,TOT,All sectors,SOL,Solar,1641.7,megawatts
2024,MN,Minnesota,TOT,All sectors,SOLPV,Solar - PV,1641.7,megawatts
2024,MN,Minnesota,TOT,All sectors,WND,Wind,4901.4,megawatts
2024,MN,Minnesota,TOT,All sectors,WOO,Wood,206.0,megawatts
2024,MO,Missouri,EU,Electric Utilities,ALL,All,17882.0,megawatts
2024,MO,Missouri,EU,Electric Utilities,BAT,Battery,1.0,megawatts
2024,MO,Missouri,EU,Electric Utilities,COL,Coal,8539.2,megawatts
2024,MO,Missouri,EU,Electric Utilities,HPS,Pumped Storage,657.0,megawatts
2024,MO,Missouri,EU,Electric Utilities,HYC,Hydroelectric,548.5,megawatts
2024,MO,Missouri,EU,Electric Utilities,NG,Natural Gas,4722.3,megawatts
2024,MO,Missouri,EU,Electric Utilities,NGCC,Natural Gas - CC,1203.5,megawatts
2024,MO,Missouri,EU,Electric Utilities,NGGT,Natural Gas - GT,3265.8,megawatts
2024,MO,Missouri,EU,Electric Utilities,NGIC,Natural Gas - IC,74.8,megawatts
2024,MO,Missouri,EU,Electric Utilities,NGST,Natural Gas - ST,178.2,megawatts
2024,MO,Missouri,EU,Electric Utilities,NUC,Nuclear,1190.0,megawatts
2024,MO,Missouri,EU,Electric Utilities,OBM,Other Biomass,7.5,megawatts
2024,MO,Missouri,EU,Electric Utilities,PET,Petroleum,1038.2,megawatts
2024,MO,Missouri,EU,Electric Utilities,PETGT,Petroleum - GT,776.2,megawatts
2024,MO,Missouri,EU,Electric Utilities,PETIC,Petroleum - IC,262.0,megawatts
2024,MO,Missouri,EU,Electric Utilities,SOL,Solar,236.2,megawatts
2024,MO,Missouri,EU,Electric Utilities,SOLPV,Solar - PV,236.2,megawatts
2024,MO,Missouri,EU,Electric Utilities,WND,Wind,942.1,megawatts
2024,MO,Missouri,IPP,Independent Power Producers,ALL,All,2537.0,megawatts
2024,MO,Missouri,IPP,Independent Power Producers,NG,Natural Gas,823.9,megawatts
2024,MO,Missouri,IPP,Independent Power Producers,NGCC,Natural Gas - CC,685.7,megawatts
2024,MO,Missouri,IPP,Independent Power Producers,NGGT,Natural Gas - GT,58.1,megawatts
2024,MO,Missouri,IPP,Independent Power Producers,NGIC,Natural Gas - IC,1.2,megawatts
2024,MO,Missouri,IPP,Independent Power Producers,NGST,Natural Gas - ST,78.9,megawatts
2024,MO,Missouri,IPP,Independent Power Producers,OBM,Other Biomass,6.5,megawatts
2024,MO,Missouri,IPP,Independent Power Producers,PET,Petroleum,22.2,megawatts
2024,MO,Missouri,IPP,Independent Power Producers,PETIC,Petroleum - IC,22.2,megawatts
2024,MO,Missouri,IPP,Independent Power Producers,SOL,Solar,233.6,megawatts
2024,MO,Missouri,IPP,Independent Power Producers,SOLPV,Solar - PV,233.6,megawatts
2024,MO,Missouri,IPP,Independent Power Producers,WND,Wind,1450.8,megawatts
2024,MO,Missouri,TOT,All sectors,ALL,All,20419.0,megawatts
2024,MO,Missouri,TOT,All sectors,BAT,Battery,1.0,megawatts
2024,MO,Missouri,TOT,All sectors,COL,Coal,8539.2,megawatts
2024,MO,Missouri,TOT,All sectors,HPS,Pumped Storage,657.0,megawatts
2024,MO,Missouri,TOT,All sectors,HYC,Hydroelectric,548.5,megawatts
2024,MO,Missouri,TOT,All sectors,NG,Natural Gas,5546.2,megawatts
2024,MO,Missouri,TOT,All sectors,NGCC,Natural Gas - CC,1889.2,megawatts
2024,MO,Missouri,TOT,All sectors,NGGT,Natural Gas - GT,3323.9,megawatts
2024,MO,Missouri,TOT,All sectors,NGIC,Natural Gas - IC,76.0,megawatts
2024,MO,Missouri,TOT,All sectors,NGST,Natural Gas - ST,257.1,megawatts
2024,MO,Missouri,TOT,All sectors,NUC,Nuclear,1190.0,megawatts
2024,MO,Missouri,TOT,All sectors,OBM,Other Biomass,14.0,megawatts
2024,MO,Missouri,TOT,All sectors,PET,Petroleum,1060.4,megawatts
2024,MO,Missouri,TOT,All sectors,PETGT,Petroleum - GT,776.2,megawatts
2024,MO,Missouri,TOT,All sectors,PETIC,Petroleum - IC,284.2,megawatts
2024,MO,Missouri,TOT,All sectors,SOL,Solar,469.8,megawatts
2024,MO,Missouri,TOT,All sectors,SOLPV,Solar - PV,469.8,megawatts
2024,MO,Missouri,TOT,All sectors,WND,Wind,2392.9,megawatts
2024,MS,Mississippi,EU,Electric Utilities,ALL,All,13803.9,megawatts
2024,MS,Mississippi,EU,Electric Utilities,BAT,Battery,1.5,megawatts
2024,MS,Mississippi,EU,Electric Utilities,COL,Coal,1004.0,megawatts
2024,MS,Mississippi,EU,Electric Utilities,NG,Natural Gas,11297.6,megawatts
2024,MS,Mississippi,EU,Electric Utilities,NGCC,Natural Gas - CC,8450.7,megawatts
2024,MS,Mississippi,EU,Electric Utilities,NGGT,Natural Gas - GT,1334.6,megawatts
2024,MS,Mississippi,EU,Electric Utilities,NGIC,Natural Gas - IC,25.8,megawatts
2024,MS,Mississippi,EU,Electric Utilities,NGST,Natural Gas - ST,1486.5,megawatts
2024,MS,Mississippi,EU,Electric Utilities,NUC,Nuclear,1390.3,megawatts
2024,MS,Mississippi,EU,Electric Utilities,PET,Petroleum,9.0,megawatts
2024,MS,Mississippi,EU,Electric Utilities,PETIC,Petroleum - IC,9.0,megawatts
2024,MS,Mississippi,EU,Electric Utilities,SOL,Solar,101.5,megawatts
2024,MS,Mississippi,EU,Electric Utilities,SOLPV,Solar - PV,101.5,megawatts
2024,MS,Mississippi,IPP,Independent Power Producers,ALL,All,2157.2,megawatts
2024,MS,Mississippi,IPP,Independent Power Producers,BAT,Battery,50.0,megawatts
2024,MS,Mississippi,IPP,Independent Power Producers,COL,Coal,440.0,megawatts
2024,MS,Mississippi,IPP,Independent Power Producers,NG,Natural Gas,60.7,megawatts
2024,MS,Mississippi,IPP,Independent Power Producers,NGGT,Natural Gas - GT,60.7,megawatts
2024,MS,Mississippi,IPP,Independent Power Producers,OBM,Other Biomass,1.6,megawatts
2024,MS,Mississippi,IPP,Independent Power Producers,OT,Other,1.4,megawatts
2024,MS,Mississippi,IPP,Independent Power Producers,SOL,Solar,1118.2,megawatts
2024,MS,Mississippi,IPP,Independent Power Producers,SOLPV,Solar - PV,1118.2,megawatts
2024,MS,Mississippi,IPP,Independent Power Producers,WND,Wind,184.5,megawatts
2024,MS,Mississippi,IPP,Independent Power Producers,WOO,Wood,300.8,megawatts
2024,MS,Mississippi,TOT,All sectors,ALL,All,15961.1,megawatts
2024,MS,Mississippi,TOT,All sectors,BAT,Battery,51.5,megawatts
2024,MS,Mississippi,TOT,All sectors,COL,Coal,1444.0,megawatts
2024,MS,Mississippi,TOT,All sectors,NG,Natural Gas,11358.3,megawatts
2024,MS,Mississippi,TOT,All sectors,NGCC,Natural Gas - CC,8450.7,megawatts
2024,MS,Mississippi,TOT,All sectors,NGGT,Natural Gas - GT,1395.3,megawatts
2024,MS,Mississippi,TOT,All sectors,NGIC,Natural Gas - IC,25.8,megawatts
2024,MS,Mississippi,TOT,All sectors,NGST,Natural Gas - ST,1486.5,megawatts
2024,MS,Mississippi,TOT,All sectors,NUC,Nuclear,1390.3,megawatts
2024,MS,Mississippi,TOT,All sectors,OBM,Other Biomass,1.6,megawatts
2024,MS,Mississippi,TOT,All sectors,OT,Other,1.4,megawatts
2024,MS,Mississippi,TOT,All sectors,PET,Petroleum,9.0,megawatts
2024,MS,Mississippi,TOT,All sectors,PETIC,Petroleum - IC,9.0,megawatts
2024,MS,Mississippi,TOT,All sectors,SOL,Solar,1219.7,megawatts
2024,MS,Mississippi,TOT,All sectors,SOLPV,Solar - PV,1219.7,megawatts
2024,MS,Mississippi,TOT,All sectors,WND,Wind,184.5,megawatts
2024,MS,Mississippi,TOT,All sectors,WOO,Wood,300.8,megawatts
2024,MT,Montana,EU,Electric Utilities,ALL,All,3830.1,megawatts
2024,MT,Montana,EU,Electric Utilities,HYC,Hydroelectric,2799.9,megawatts
2024,MT,Montana,EU,Electric Utilities,NG,Natural Gas,499.6,megawatts
2024,MT,Montana,EU,Electric Utilities,NGGT,Natural Gas - GT,315.8,megawatts
2024,MT,Montana,EU,Electric Utilities,NGIC,Natural Gas - IC,183.8,megawatts
2024,MT,Montana,EU,Electric Utilities,OBM,Other Biomass,3.2,megawatts
2024,MT,Montana,EU,Electric Utilities,WND,Wind,527.4,megawatts
2024,MT,Montana,IPP,Independent Power Producers,ALL,All,3352.4,megawatts
2024,MT,Montana,IPP,Independent Power Producers,COL,Coal,1626.5,megawatts
2024,MT,Montana,IPP,Independent Power Producers,HYC,Hydroelectric,34.2,megawatts
2024,MT,Montana,IPP,Independent Power Producers,NG,Natural Gas,54.0,megawatts
2024,MT,Montana,IPP,Independent Power Producers,NGIC,Natural Gas - IC,54.0,megawatts
2024,MT,Montana,IPP,Independent Power Producers,OOG,Other Gas,1.5,megawatts
2024,MT,Montana,IPP,Independent Power Producers,OT,Other,40.0,megawatts
2024,MT,Montana,IPP,Independent Power Producers,PET,Petroleum,52.0,megawatts
2024,MT,Montana,IPP,Independent Power Producers,PETST,Petroleum - ST,52.0,megawatts
2024,MT,Montana,IPP,Independent Power Producers,SOL,Solar,179.0,megawatts
2024,MT,Montana,IPP,Independent Power Producers,SOLPV,Solar - PV,179.0,megawatts
2024,MT,Montana,IPP,Independent Power Producers,WND,Wind,1362.2,megawatts
2024,MT,Montana,IPP,Independent Power Producers,WOO,Wood,3.0,megawatts
2024,MT,Montana,TOT,All sectors,ALL,All,7182.5,megawatts
2024,MT,Montana,TOT,All sectors,COL,Coal,1626.5,megawatts
2024,MT,Montana,TOT,All sectors,HYC,Hydroelectric,2834.1,megawatts
2024,MT,Montana,TOT,All sectors,NG,Natural Gas,553.6,megawatts
2024,MT,Montana,TOT,All sectors,NGGT,Natural Gas - GT,315.8,megawatts
2024,MT,Montana,TOT,All sectors,NGIC,Natural Gas - IC,237.8,megawatts
2024,MT,Montana,TOT,All sectors,OBM,Other Biomass,3.2,megawatts
2024,MT,Montana,TOT,All sectors,OOG,Other Gas,1.5,megawatts
2024,MT,Montana,TOT,All sectors,OT,Other,40.0,megawatts
2024,MT,Montana,TOT,All sectors,PET,Petroleum,52.0,megawatts
2024,MT,Montana,TOT,All sectors,PETST,Petroleum - ST,52.0,megawatts
2024,MT,Montana,TOT,All sectors,SOL,Solar,179.0,megawatts
2024,MT,Montana,TOT,All sectors,SOLPV,Solar - PV,179.0,megawatts
2024,MT,Montana,TOT,All sectors,WND,Wind,1889.6,megawatts
2024,MT,Montana,TOT,All sectors,WOO,Wood,3.0,megawatts
2024,NC,North Carolina,EU,Electric Utilities,ALL,All,26703.1,megawatts
2024,NC,North Carolina,EU,Electric Utilities,BAT,Battery,127.8,megawatts
2024,NC,North Carolina,EU,Electric Utilities,COL,Coal,5561.0,megawatts
2024,NC,North Carolina,EU,Electric Utilities,HPS,Pumped Storage,86.0,megawatts
2024,NC,North Carolina,EU,Electric Utilities,HYC,Hydroelectric,1795.7,megawatts
2024,NC,North Carolina,EU,Electric Utilities,NG,Natural Gas,12961.0,megawatts
2024,NC,North Carolina,EU,Electric Utilities,NGCC,Natural Gas - CC,4594.0,megawatts
2024,NC,North Carolina,EU,Electric Utilities,NGGT,Natural Gas - GT,5119.0,megawatts
2024,NC,North Carolina,EU,Electric Utilities,NGST,Natural Gas - ST,3248.0,megawatts
2024,NC,North Carolina,EU,Electric Utilities,NUC,Nuclear,5149.6,megawatts
2024,NC,North Carolina,EU,Electric Utilities,PET,Petroleum,425.7,megawatts
2024,NC,North Carolina,EU,Electric Utilities,PETGT,Petroleum - GT,176.0,megawatts
2024,NC,North Carolina,EU,Electric Utilities,PETIC,Petroleum - IC,95.1,megawatts
2024,NC,North Carolina,EU,Electric Utilities,PETOTH,Petroleum - OTH,154.6,megawatts
2024,NC,North Carolina,EU,Electric Utilities,SOL,Solar,596.3,megawatts
2024,NC,North Carolina,EU,Electric Utilities,SOLPV,Solar - PV,596.3,megawatts
2024,NC,North Carolina,IPP,Independent Power Producers,ALL,All,9633.5,megawatts
2024,NC,North Carolina,IPP,Independent Power Producers,BAT,Battery,12.0,megawatts
2024,NC,North Carolina,IPP,Independent Power Producers,HYC,Hydroelectric,213.7,megawatts
2024,NC,North Carolina,IPP,Independent Power Producers,NG,Natural Gas,2291.2,megawatts
2024,NC,North Carolina,IPP,Independent Power Producers,NGCC,Natural Gas - CC,985.0,megawatts
2024,NC,North Carolina,IPP,Independent Power Producers,NGGT,Natural Gas - GT,1276.5,megawatts
2024,NC,North Carolina,IPP,Independent Power Producers,NGST,Natural Gas - ST,29.7,megawatts
2024,NC,North Carolina,IPP,Independent Power Producers,OBM,Other Biomass,62.9,megawatts
2024,NC,North Carolina,IPP,Independent Power Producers,OT,Other,54.0,megawatts
2024,NC,North Carolina,IPP,Independent Power Producers,PET,Petroleum,65.3,megawatts
2024,NC,North Carolina,IPP,Independent Power Producers,PETIC,Petroleum - IC,65.3,megawatts
2024,NC,North Carolina,IPP,Independent Power Producers,SOL,Solar,6190.4,megawatts
2024,NC,North Carolina,IPP,Independent Power Producers,SOLPV,Solar - PV,6190.4,megawatts
2024,NC,North Carolina,IPP,Independent Power Producers,WND,Wind,397.0,megawatts
2024,NC,North Carolina,IPP,Independent Power Producers,WOO,Wood,347.0,megawatts
2024,NC,North Carolina,TOT,All sectors,ALL,All,36336.6,megawatts
2024,NC,North Carolina,TOT,All sectors,BAT,Battery,139.8,megawatts
2024,NC,North Carolina,TOT,All sectors,COL,Coal,5561.0,megawatts
2024,NC,North Carolina,TOT,All sectors,HPS,Pumped Storage,86.0,megawatts
2024,NC,North Carolina,TOT,All sectors,HYC,Hydroelectric,2009.4,megawatts
2024,NC,North Carolina,TOT,All sectors,NG,Natural Gas,15252.2,megawatts
2024,NC,North Carolina,TOT,All sectors,NGCC,Natural Gas - CC,5579.0,megawatts
2024,NC,North Carolina,TOT,All sectors,NGGT,Natural Gas - GT,6395.5,megawatts
2024,NC,North Carolina,TOT,All sectors,NGST,Natural Gas - ST,3277.7,megawatts
2024,NC,North Carolina,TOT,All sectors,NUC,Nuclear,5149.6,megawatts
2024,NC,North Carolina,TOT,All sectors,OBM,Other Biomass,62.9,megawatts
2024,NC,North Carolina,TOT,All sectors,OT,Other,54.0,megawatts
2024,NC,North Carolina,TOT,All sectors,PET,Petroleum,491.0,megawatts
2024,NC,North Carolina,TOT,All sectors,PETGT,Petroleum - GT,176.0,megawatts
2024,NC,North Carolina,TOT,All sectors,PETIC,Petroleum - IC,160.4,megawatts
2024,NC,North Carolina,TOT,All sectors,PETOTH,Petroleum - OTH,154.6,megawatts
2024,NC,North Carolina,TOT,All sectors,SOL,Solar,6786.7,megawatts
2024,NC,North Carolina,TOT,All sectors,SOLPV,Solar - PV,6786.7,megawatts
2024,NC,North Carolina,TOT,All sectors,WND,Wind,397.0,megawatts
2024,NC,North Carolina,TOT,All sectors,WOO,Wood,347.0,megawatts
2024,ND,North Dakota,EU,Electric Utilities,ALL,All,6755.7,megawatts
2024,ND,North Dakota,EU,Electric Utilities,COL,Coal,3812.6,megawatts
2024,ND,North Dakota,EU,Electric Utilities,HYC,Hydroelectric,510.0,megawatts
2024,ND,North Dakota,EU,Electric Utilities,NG,Natural Gas,746.1,megawatts
2024,ND,North Dakota,EU,Electric Utilities,NGGT,Natural Gas - GT,542.4,megawatts
2024,ND,North Dakota,EU,Electric Utilities,NGIC,Natural Gas - IC,106.8,megawatts
2024,ND,North Dakota,EU,Electric Utilities,NGST,Natural Gas - ST,96.9,megawatts
2024,ND,North Dakota,EU,Electric Utilities,OT,Other,5.3,megawatts
2024,ND,North Dakota,EU,Electric Utilities,PET,Petroleum,54.6,megawatts
2024,ND,North Dakota,EU,Electric Utilities,PETGT,Petroleum - GT,40.6,megawatts
2024,ND,North Dakota,EU,Electric Utilities,PETIC,Petroleum - IC,14.0,megawatts
2024,ND,North Dakota,EU,Electric Utilities,WND,Wind,1627.1,megawatts
2024,ND,North Dakota,IPP,Independent Power Producers,ALL,All,2927.9,megawatts
2024,ND,North Dakota,IPP,Independent Power Producers,COL,Coal,19.3,megawatts
2024,ND,North Dakota,IPP,Independent Power Producers,OBM,Other Biomass,9.8,megawatts
2024,ND,North Dakota,IPP,Independent Power Producers,OOG,Other Gas,8.4,megawatts
2024,ND,North Dakota,IPP,Independent Power Producers,PET,Petroleum,3.5,megawatts
2024,ND,North Dakota,IPP,Independent Power Producers,PETIC,Petroleum - IC,3.5,megawatts
2024,ND,North Dakota,IPP,Independent Power Producers,WND,Wind,2886.9,megawatts
2024,ND,North Dakota,TOT,All sectors,ALL,All,9683.6,megawatts
2024,ND,North Dakota,TOT,All sectors,COL,Coal,3831.9,megawatts
2024,ND,North Dakota,TOT,All sectors,HYC,Hydroelectric,510.0,megawatts
2024,ND,North Dakota,TOT,All sectors,NG,Natural Gas,746.1,megawatts
2024,ND,North Dakota,TOT,All sectors,NGGT,Natural Gas - GT,542.4,megawatts
2024,ND,North Dakota,TOT,All sectors,NGIC,Natural Gas - IC,106.8,megawatts
2024,ND,North Dakota,TOT,All sectors,NGST,Natural Gas - ST,96.9,megawatts
2024,ND,North Dakota,TOT,All sectors,OBM,Other Biomass,9.8,megawatts
2024,ND,North Dakota,TOT,All sectors,OOG,Other Gas,8.4,megawatts
2024,ND,North Dakota,TOT,All sectors,OT,Other,5.3,megawatts
2024,ND,North Dakota,TOT,All sectors,PET,Petroleum,58.1,megawatts
2024,ND,North Dakota,TOT,All sectors,PETGT,Petroleum - GT,40.6,megawatts
2024,ND,North Dakota,TOT,All sectors,PETIC,Petroleum - IC,17.5,megawatts
2024,ND,North Dakota,TOT,All sectors,WND,Wind,4514.0,megawatts
2024,NE,Nebraska,EU,Electric Utilities,ALL,All,7208.8,megawatts
2024,NE,Nebraska,EU,Electric Utilities,BAT,Battery,1.0,megawatts
2024,NE,Nebraska,EU,Electric Utilities,COL,Coal,3756.9,megawatts
2024,NE,Nebraska,EU,Electric Utilities,HYC,Hydroelectric,278.8,megawatts
2024,NE,Nebraska,EU,Electric Utilities,NG,Natural Gas,1942.0,megawatts
2024,NE,Nebraska,EU,Electric Utilities,NGCC,Natural Gas - CC,338.9,megawatts
2024,NE,Nebraska,EU,Electric Utilities,NGGT,Natural Gas - GT,1104.8,megawatts
2024,NE,Nebraska,EU,Electric Utilities,NGIC,Natural Gas - IC,120.0,megawatts
2024,NE,Nebraska,EU,Electric Utilities,NGST,Natural Gas - ST,378.3,megawatts
2024,NE,Nebraska,EU,Electric Utilities,NUC,Nuclear,768.5,megawatts
2024,NE,Nebraska,EU,Electric Utilities,OBM,Other Biomass,11.0,megawatts
2024,NE,Nebraska,EU,Electric Utilities,PET,Petroleum,373.7,megawatts
2024,NE,Nebraska,EU,Electric Utilities,PETGT,Petroleum - GT,249.3,megawatts
