period,stateId,stateDescription,producertypeid,producerTypeDescription,energysourceid,energySourceDescription,capability,capability-units
2024,CT,Connecticut,TOT,All sectors,HPS,Pumped Storage,29.4,megawatts
2024,CT,Connecticut,TOT,All sectors,HYC,Hydroelectric,119.2,megawatts
2024,CT,Connecticut,TOT,All sectors,NG,Natural Gas,5063.3,megawatts
2024,CT,Connecticut,TOT,All sectors,NGCC,Natural Gas - CC,3901.0,megawatts
2024,CT,Connecticut,TOT,All sectors,NGGT,Natural Gas - GT,591.8,megawatts
2024,CT,Connecticut,TOT,All sectors,NGIC,Natural Gas - IC,15.7,megawatts
2024,CT,Connecticut,TOT,All sectors,NGOTH,Natural Gas - OTH,97.7,megawatts
2024,CT,Connecticut,TOT,All sectors,NGST,Natural Gas - ST,457.1,megawatts
2024,CT,Connecticut,TOT,All sectors,NUC,Nuclear,2104.2,megawatts
2024,CT,Connecticut,TOT,All sectors,OBM,Other Biomass,102.1,megawatts
2024,CT,Connecticut,TOT,All sectors,PET,Petroleum,2209.5,megawatts
2024,CT,Connecticut,TOT,All sectors,PETGT,Petroleum - GT,895.7,megawatts
2024,CT,Connecticut,TOT,All sectors,PETIC,Petroleum - IC,71.2,megawatts
2024,CT,Connecticut,TOT,All sectors,PETST,Petroleum - ST,1242.6,megawatts
2024,CT,Connecticut,TOT,All sectors,SOL,Solar,322.3,megawatts
2024,CT,Connecticut,TOT,All sectors,SOLPV,Solar - PV,322.3,megawatts
2024,CT,Connecticut,TOT,All sectors,WND,Wind,5.0,megawatts
2024,CT,Connecticut,TOT,All sectors,WOO,Wood,37.5,megawatts
2024,DC,District of Columbia,EU,Electric Utilities,ALL,All,2.0,megawatts
2024,DC,District of Columbia,EU,Electric Utilities,SOL,Solar,2.0,megawatts
2024,DC,District of Columbia,EU,Electric Utilities,SOLPV,Solar - PV,2.0,megawatts
2024,DC,District of Columbia,IPP,Independent Power Producers,ALL,All,59.8,megawatts
2024,DC,District of Columbia,IPP,Independent Power Producers,NG,Natural Gas,20.6,megawatts
2024,DC,District of Columbia,IPP,Independent Power Producers,NGGT,Natural Gas - GT,20.6,megawatts
2024,DC,District of Columbia,IPP,Independent Power Producers,OBM,Other Biomass,12.0,megawatts
2024,DC,District of Columbia,IPP,Independent Power Producers,SOL,Solar,27.2,megawatts
2024,DC,District of Columbia,IPP,Independent Power Producers,SOLPV,Solar - PV,27.2,megawatts
2024,DC,District of Columbia,TOT,All sectors,ALL,All,61.8,megawatts
2024,DC,District of Columbia,TOT,All sectors,NG,Natural Gas,20.6,megawatts
2024,DC,District of Columbia,TOT,All sectors,NGGT,Natural Gas - GT,20.6,megawatts
2024,DC,District of Columbia,TOT,All sectors,OBM,Other Biomass,12.0,megawatts
2024,DC,District of Columbia,TOT,All sectors,SOL,Solar,29.2,megawatts
2024,DC,District of Columbia,TOT,All sectors,SOLPV,Solar - PV,29.2,megawatts
2024,DE,Delaware,EU,Electric Utilities,ALL,All,101.9,megawatts
2024,DE,Delaware,EU,Electric Utilities,NG,Natural Gas,98.0,megawatts
2024,DE,Delaware,EU,Electric Utilities,NGGT,Natural Gas - GT,98.0,megawatts
2024,DE,Delaware,EU,Electric Utilities,SOL,Solar,3.9,megawatts
2024,DE,Delaware,EU,Electric Utilities,SOLPV,Solar - PV,3.9,megawatts
2024,DE,Delaware,IPP,Independent Power Producers,ALL,All,3201.1,megawatts
2024,DE,Delaware,IPP,Independent Power Producers,COL,Coal,410.0,megawatts
2024,DE,Delaware,IPP,Independent Power Producers,NG,Natural Gas,2435.8,megawatts
2024,DE,Delaware,IPP,Independent Power Producers,NGCC,Natural Gas - CC,1496.0,megawatts
2024,DE,Delaware,IPP,Independent Power Producers,NGGT,Natural Gas - GT,216.0,megawatts
2024,DE,Delaware,IPP,Independent Power Producers,NGOTH,Natural Gas - OTH,28.8,megawatts
2024,DE,Delaware,IPP,Independent Power Producers,NGST,Natural Gas - ST,695.0,megawatts
2024,DE,Delaware,IPP,Independent Power Producers,OBM,Other Biomass,14.2,megawatts
2024,DE,Delaware,IPP,Independent Power Producers,OOG,Other Gas,135.0,megawatts
2024,DE,Delaware,IPP,Independent Power Producers,PET,Petroleum,111.1,megawatts
2024,DE,Delaware,IPP,Independent Power Producers,PETGT,Petroleum - GT,111.1,megawatts
2024,DE,Delaware,IPP,Independent Power Producers,SOL,Solar,93.0,megawatts
2024,DE,Delaware,IPP,Independent Power Producers,SOLPV,Solar - PV,93.0,megawatts
2024,DE,Delaware,IPP,Independent Power Producers,WND,Wind,2.0,megawatts
2024,DE,Delaware,TOT,All sectors,ALL,All,3303.0,megawatts
2024,DE,Delaware,TOT,All sectors,COL,Coal,410.0,megawatts
2024,DE,Delaware,TOT,All sectors,NG,Natural Gas,2533.8,megawatts
2024,DE,Delaware,TOT,All sectors,NGCC,Natural Gas - CC,1496.0,megawatts
2024,DE,Delaware,TOT,All sectors,NGGT,Natural Gas - GT,314.0,megawatts
2024,DE,Delaware,TOT,All sectors,NGOTH,Natural Gas - OTH,28.8,megawatts
2024,DE,Delaware,TOT,All sectors,NGST,Natural Gas - ST,695.0,megawatts
2024,DE,Delaware,TOT,All sectors,OBM,Other Biomass,14.2,megawatts
2024,DE,Delaware,TOT,All sectors,OOG,Other Gas,135.0,megawatts
2024,DE,Delaware,TOT,All sectors,PET,Petroleum,111.1,megawatts
2024,DE,Delaware,TOT,All sectors,PETGT,Petroleum - GT,111.1,megawatts
2024,DE,Delaware,TOT,All sectors,SOL,Solar,96.9,megawatts
2024,DE,Delaware,TOT,All sectors,SOLPV,Solar - PV,96.9,megawatts
2024,DE,Delaware,TOT,All sectors,WND,Wind,2.0,megawatts
2024,FL,Florida,EU,Electric Utilities,ALL,All,65925.2,megawatts
2024,FL,Florida,EU,Electric Utilities,BAT,Battery,570.7,megawatts
2024,FL,Florida,EU,Electric Utilities,COL,Coal,3564.7,megawatts
2024,FL,Florida,EU,Electric Utilities,HYC,Hydroelectric,43.5,megawatts
2024,FL,Florida,EU,Electric Utilities,NG,Natural Gas,46504.9,megawatts
2024,FL,Florida,EU,Electric Utilities,NGCC,Natural Gas - CC,34363.2,megawatts
2024,FL,Florida,EU,Electric Utilities,NGGT,Natural Gas - GT,6521.1,megawatts
2024,FL,Florida,EU,Electric Utilities,NGIC,Natural Gas - IC,201.7,megawatts
2024,FL,Florida,EU,Electric Utilities,NGST,Natural Gas - ST,5418.9,megawatts
2024,FL,Florida,EU,Electric Utilities,NUC,Nuclear,3666.0,megawatts
2024,FL,Florida,EU,Electric Utilities,OBM,Other Biomass,3.0,megawatts
2024,FL,Florida,EU,Electric Utilities,PET,Petroleum,1594.9,megawatts
2024,FL,Florida,EU,Electric Utilities,PETGT,Petroleum - GT,1499.5,megawatts
2024,FL,Florida,EU,Electric Utilities,PETIC,Petroleum - IC,95.4,megawatts
2024,FL,Florida,EU,Electric Utilities,SOL,Solar,9875.0,megawatts
2024,FL,Florida,EU,Electric Utilities,SOLPV,Solar - PV,9875.0,megawatts
2024,FL,Florida,EU,Electric Utilities,WOO,Wood,102.5,megawatts
2024,FL,Florida,IPP,Independent Power Producers,ALL,All,6086.7,megawatts
2024,FL,Florida,IPP,Independent Power Producers,BAT,Battery,5.0,megawatts
2024,FL,Florida,IPP,Independent Power Producers,NG,Natural Gas,3804.5,megawatts
2024,FL,Florida,IPP,Independent Power Producers,NGCC,Natural Gas - CC,1456.5,megawatts
2024,FL,Florida,IPP,Independent Power Producers,NGGT,Natural Gas - GT,2270.3,megawatts
2024,FL,Florida,IPP,Independent Power Producers,NGIC,Natural Gas - IC,41.7,megawatts
2024,FL,Florida,IPP,Independent Power Producers,NGST,Natural Gas - ST,36.0,megawatts
2024,FL,Florida,IPP,Independent Power Producers,OBM,Other Biomass,618.8,megawatts
2024,FL,Florida,IPP,Independent Power Producers,OT,Other,312.9,megawatts
2024,FL,Florida,IPP,Independent Power Producers,PET,Petroleum,2.0,megawatts
2024,FL,Florida,IPP,Independent Power Producers,PETIC,Petroleum - IC,2.0,megawatts
2024,FL,Florida,IPP,Independent Power Producers,SOL,Solar,1075.8,megawatts
2024,FL,Florida,IPP,Independent Power Producers,SOLPV,Solar - PV,1075.8,megawatts
2024,FL,Florida,IPP,Independent Power Producers,WOO,Wood,267.7,megawatts
2024,FL,Florida,TOT,All sectors,ALL,All,72011.9,megawatts
2024,FL,Florida,TOT,All sectors,BAT,Battery,575.7,megawatts
2024,FL,Florida,TOT,All sectors,COL,Coal,3564.7,megawatts
2024,FL,Florida,TOT,All sectors,HYC,Hydroelectric,43.5,megawatts
2024,FL,Florida,TOT,All sectors,NG,Natural Gas,50309.4,megawatts
2024,FL,Florida,TOT,All sectors,NGCC,Natural Gas - CC,35819.7,megawatts
2024,FL,Florida,TOT,All sectors,NGGT,Natural Gas - GT,8791.4,megawatts
2024,FL,Florida,TOT,All sectors,NGIC,Natural Gas - IC,243.4,megawatts
2024,FL,Florida,TOT,All sectors,NGST,Natural Gas - ST,5454.9,megawatts
2024,FL,Florida,TOT,All sectors,NUC,Nuclear,3666.0,megawatts
2024,FL,Florida,TOT,All sectors,OBM,Other Biomass,621.8,megawatts
2024,FL,Florida,TOT,All sectors,OT,Other,312.9,megawatts
2024,FL,Florida,TOT,All sectors,PET,Petroleum,1596.9,megawatts
2024,FL,Florida,TOT,All sectors,PETGT,Petroleum - GT,1499.5,megawatts
2024,FL,Florida,TOT,All sectors,PETIC,Petroleum - IC,97.4,megawatts
2024,FL,Florida,TOT,All sectors,SOL,Solar,10950.8,megawatts
2024,FL,Florida,TOT,All sectors,SOLPV,Solar - PV,10950.8,megawatts
2024,FL,Florida,TOT,All sectors,WOO,Wood,370.2,megawatts
2024,GA,Georgia,EU,Electric Utilities,ALL,All,28096.1,megawatts
2024,GA,Georgia,EU,Electric Utilities,BAT,Battery,65.2,megawatts
2024,GA,Georgia,EU,Electric Utilities,COL,Coal,5780.0,megawatts
2024,GA,Georgia,EU,Electric Utilities,HPS,Pumped Storage,1897.4,megawatts
2024,GA,Georgia,EU,Electric Utilities,HYC,Hydroelectric,1976.4,megawatts
2024,GA,Georgia,EU,Electric Utilities,NG,Natural Gas,10810.1,megawatts
2024,GA,Georgia,EU,Electric Utilities,NGCC,Natural Gas - CC,6603.0,megawatts
2024,GA,Georgia,EU,Electric Utilities,NGGT,Natural Gas - GT,3482.5,megawatts
2024,GA,Georgia,EU,Electric Utilities,NGIC,Natural Gas - IC,0.4,megawatts
2024,GA,Georgia,EU,Electric Utilities,NGOTH,Natural Gas - OTH,0.2,megawatts
2024,GA,Georgia,EU,Electric Utilities,NGST,Natural Gas - ST,724.0,megawatts
2024,GA,Georgia,EU,Electric Utilities,NUC,Nuclear,6289.0,megawatts
2024,GA,Georgia,EU,Electric Utilities,PET,Petroleum,938.1,megawatts
2024,GA,Georgia,EU,Electric Utilities,PETGT,Petroleum - GT,933.0,megawatts
2024,GA,Georgia,EU,Electric Utilities,PETIC,Petroleum - IC,5.1,megawatts
2024,GA,Georgia,EU,Electric Utilities,SOL,Solar,339.9,megawatts
2024,GA,Georgia,EU,Electric Utilities,SOLPV,Solar - PV,339.9,megawatts
2024,GA,Georgia,IPP,Independent Power Producers,ALL,All,11649.9,megawatts
2024,GA,Georgia,IPP,Independent Power Producers,BAT,Battery,81.0,megawatts
2024,GA,Georgia,IPP,Independent Power Producers,HYC,Hydroelectric,8.6,megawatts
2024,GA,Georgia,IPP,Independent Power Producers,NG,Natural Gas,5576.9,megawatts
2024,GA,Georgia,IPP,Independent Power Producers,NGCC,Natural Gas - CC,1487.8,megawatts
2024,GA,Georgia,IPP,Independent Power Producers,NGGT,Natural Gas - GT,3963.6,megawatts
2024,GA,Georgia,IPP,Independent Power Producers,NGIC,Natural Gas - IC,6.6,megawatts
2024,GA,Georgia,IPP,Independent Power Producers,NGST,Natural Gas - ST,118.9,megawatts
2024,GA,Georgia,IPP,Independent Power Producers,OBM,Other Biomass,55.8,megawatts
2024,GA,Georgia,IPP,Independent Power Producers,PET,Petroleum,253.4,megawatts
2024,GA,Georgia,IPP,Independent Power Producers,PETGT,Petroleum - GT,74.0,megawatts
2024,GA,Georgia,IPP,Independent Power Producers,PETIC,Petroleum - IC,95.6,megawatts
2024,GA,Georgia,IPP,Independent Power Producers,PETST,Petroleum - ST,83.8,megawatts
2024,GA,Georgia,IPP,Independent Power Producers,SOL,Solar,4662.9,megawatts
2024,GA,Georgia,IPP,Independent Power Producers,SOLPV,Solar - PV,4662.9,megawatts
2024,GA,Georgia,IPP,Independent Power Producers,WOO,Wood,1011.3,megawatts
2024,GA,Georgia,TOT,All sectors,ALL,All,39746.0,megawatts
2024,GA,Georgia,TOT,All sectors,BAT,Battery,146.2,megawatts
2024,GA,Georgia,TOT,All sectors,COL,Coal,5780.0,megawatts
2024,GA,Georgia,TOT,All sectors,HPS,Pumped Storage,1897.4,megawatts
2024,GA,Georgia,TOT,All sectors,HYC,Hydroelectric,1985.0,megawatts
2024,GA,Georgia,TOT,All sectors,NG,Natural Gas,16387.0,megawatts
2024,GA,Georgia,TOT,All sectors,NGCC,Natural Gas - CC,8090.8,megawatts
2024,GA,Georgia,TOT,All sectors,NGGT,Natural Gas - GT,7446.1,megawatts
2024,GA,Georgia,TOT,All sectors,NGIC,Natural Gas - IC,7.0,megawatts
2024,GA,Georgia,TOT,All sectors,NGOTH,Natural Gas - OTH,0.2,megawatts
2024,GA,Georgia,TOT,All sectors,NGST,Natural Gas - ST,842.9,megawatts
2024,GA,Georgia,TOT,All sectors,NUC,Nuclear,6289.0,megawatts
2024,GA,Georgia,TOT,All sectors,OBM,Other Biomass,55.8,megawatts
2024,GA,Georgia,TOT,All sectors,PET,Petroleum,1191.5,megawatts
2024,GA,Georgia,TOT,All sectors,PETGT,Petroleum - GT,1007.0,megawatts
2024,GA,Georgia,TOT,All sectors,PETIC,Petroleum - IC,100.7,megawatts
2024,GA,Georgia,TOT,All sectors,PETST,Petroleum - ST,83.8,megawatts
2024,GA,Georgia,TOT,All sectors,SOL,Solar,5002.8,megawatts
2024,GA,Georgia,TOT,All sectors,SOLPV,Solar - PV,5002.8,megawatts
2024,GA,Georgia,TOT,All sectors,WOO,Wood,1011.3,megawatts
2024,HI,Hawaii,EU,Electric Utilities,ALL,All,1803.3,megawatts
2024,HI,Hawaii,EU,Electric Utilities,BAT,Battery,2.0,megawatts
2024,HI,Hawaii,EU,Electric Utilities,HYC,Hydroelectric,4.1,megawatts
2024,HI,Hawaii,EU,Electric Utilities,OBM,Other Biomass,60.4,megawatts
2024,HI,Hawaii,EU,Electric Utilities,PET,Petroleum,1692.8,megawatts
2024,HI,Hawaii,EU,Electric Utilities,PETGT,Petroleum - GT,331.8,megawatts
2024,HI,Hawaii,EU,Electric Utilities,PETIC,Petroleum - IC,184.0,megawatts
2024,HI,Hawaii,EU,Electric Utilities,PETOTH,Petroleum - OTH,158.8,megawatts
2024,HI,Hawaii,EU,Electric Utilities,PETST,Petroleum - ST,1018.2,megawatts
2024,HI,Hawaii,EU,Electric Utilities,SOL,Solar,44.0,megawatts
2024,HI,Hawaii,EU,Electric Utilities,SOLPV,Solar - PV,44.0,megawatts
2024,HI,Hawaii,IPP,Independent Power Producers,ALL,All,1566.0,megawatts
2024,HI,Hawaii,IPP,Independent Power Producers,BAT,Battery,430.9,megawatts
2024,HI,Hawaii,IPP,Independent Power Producers,GEO,Geothermal,43.0,megawatts
2024,HI,Hawaii,IPP,Independent Power Producers,HYC,Hydroelectric,28.3,megawatts
2024,HI,Hawaii,IPP,Independent Power Producers,OBM,Other Biomass,93.5,megawatts
2024,HI,Hawaii,IPP,Independent Power Producers,PET,Petroleum,315.6,megawatts
2024,HI,Hawaii,IPP,Independent Power Producers,PETGT,Petroleum - GT,32.8,megawatts
2024,HI,Hawaii,IPP,Independent Power Producers,PETIC,Petroleum - IC,2.0,megawatts
2024,HI,Hawaii,IPP,Independent Power Producers,PETOTH,Petroleum - OTH,280.8,megawatts
2024,HI,Hawaii,IPP,Independent Power Producers,SOL,Solar,421.5,megawatts
2024,HI,Hawaii,IPP,Independent Power Producers,SOLPV,Solar - PV,421.5,megawatts
2024,HI,Hawaii,IPP,Independent Power Producers,WND,Wind,233.2,megawatts
2024,HI,Hawaii,TOT,All sectors,ALL,All,3369.3,megawatts
2024,HI,Hawaii,TOT,All sectors,BAT,Battery,432.9,megawatts
2024,HI,Hawaii,TOT,All sectors,GEO,Geothermal,43.0,megawatts
2024,HI,Hawaii,TOT,All sectors,HYC,Hydroelectric,32.4,megawatts
2024,HI,Hawaii,TOT,All sectors,OBM,Other Biomass,153.9,megawatts
2024,HI,Hawaii,TOT,All sectors,PET,Petroleum,2008.4,megawatts
2024,HI,Hawaii,TOT,All sectors,PETGT,Petroleum - GT,364.6,megawatts
2024,HI,Hawaii,TOT,All sectors,PETIC,Petroleum - IC,186.0,megawatts
2024,HI,Hawaii,TOT,All sectors,PETOTH,Petroleum - OTH,439.6,megawatts
2024,HI,Hawaii,TOT,All sectors,PETST,Petroleum - ST,1018.2,megawatts
2024,HI,Hawaii,TOT,All sectors,SOL,Solar,465.5,megawatts
2024,HI,Hawaii,TOT,All sectors,SOLPV,Solar - PV,465.5,megawatts
2024,HI,Hawaii,TOT,All sectors,WND,Wind,233.2,megawatts
2024,IA,Iowa,EU,Electric Utilities,ALL,All,18497.8,megawatts
2024,IA,Iowa,EU,Electric Utilities,BAT,Battery,10.3,megawatts
2024,IA,Iowa,EU,Electric Utilities,COL,Coal,4392.9,megawatts
2024,IA,Iowa,EU,Electric Utilities,HYC,Hydroelectric,208.2,megawatts
2024,IA,Iowa,EU,Electric Utilities,NG,Natural Gas,3535.6,megawatts
2024,IA,Iowa,EU,Electric Utilities,NGCC,Natural Gas - CC,1700.7,megawatts
2024,IA,Iowa,EU,Electric Utilities,NGGT,Natural Gas - GT,1205.4,megawatts
2024,IA,Iowa,EU,Electric Utilities,NGIC,Natural Gas - IC,158.7,megawatts
2024,IA,Iowa,EU,Electric Utilities,NGST,Natural Gas - ST,470.8,megawatts
2024,IA,Iowa,EU,Electric Utilities,PET,Petroleum,689.3,megawatts
2024,IA,Iowa,EU,Electric Utilities,PETGT,Petroleum - GT,203.4,megawatts
2024,IA,Iowa,EU,Electric Utilities,PETIC,Petroleum - IC,485.9,megawatts
2024,IA,Iowa,EU,Electric Utilities,SOL,Solar,559.8,megawatts
2024,IA,Iowa,EU,Electric Utilities,SOLPV,Solar - PV,559.8,megawatts
2024,IA,Iowa,EU,Electric Utilities,WND,Wind,9101.7,megawatts
2024,IA,Iowa,IPP,Independent Power Producers,ALL,All,4728.5,megawatts
2024,IA,Iowa,IPP,Independent Power Producers,COL,Coal,440.0,megawatts
2024,IA,Iowa,IPP,Independent Power Producers,HYC,Hydroelectric,1.2,megawatts
2024,IA,Iowa,IPP,Independent Power Producers,NG,Natural Gas,243.7,megawatts
2024,IA,Iowa,IPP,Independent Power Producers,NGCC,Natural Gas - CC,48.0,megawatts
2024,IA,Iowa,IPP,Independent Power Producers,NGGT,Natural Gas - GT,43.5,megawatts
2024,IA,Iowa,IPP,Independent Power Producers,NGIC,Natural Gas - IC,11.8,megawatts
2024,IA,Iowa,IPP,Independent Power Producers,NGST,Natural Gas - ST,140.4,megawatts
2024,IA,Iowa,IPP,Independent Power Producers,OBM,Other Biomass,20.6,megawatts
2024,IA,Iowa,IPP,Independent Power Producers,PET,Petroleum,142.9,megawatts
2024,IA,Iowa,IPP,Independent Power Producers,PETIC,Petroleum - IC,110.9,megawatts
2024,IA,Iowa,IPP,Independent Power Producers,PETST,Petroleum - ST,32.0,megawatts
2024,IA,Iowa,IPP,Independent Power Producers,SOL,Solar,116.3,megawatts
2024,IA,Iowa,IPP,Independent Power Producers,SOLPV,Solar - PV,116.3,megawatts
2024,IA,Iowa,IPP,Independent Power Producers,WND,Wind,3763.8,megawatts
2024,IA,Iowa,TOT,All sectors,ALL,All,23226.3,megawatts
2024,IA,Iowa,TOT,All sectors,BAT,Battery,10.3,megawatts
2024,IA,Iowa,TOT,All sectors,COL,Coal,4832.9,megawatts
2024,IA,Iowa,TOT,All sectors,HYC,Hydroelectric,209.4,megawatts
2024,IA,Iowa,TOT,All sectors,NG,Natural Gas,3779.3,megawatts
2024,IA,Iowa,TOT,All sectors,NGCC,Natural Gas - CC,1748.7,megawatts
2024,IA,Iowa,TOT,All sectors,NGGT,Natural Gas - GT,1248.9,megawatts
2024,IA,Iowa,TOT,All sectors,NGIC,Natural Gas - IC,170.5,megawatts
2024,IA,Iowa,TOT,All sectors,NGST,Natural Gas - ST,611.2,megawatts
2024,IA,Iowa,TOT,All sectors,OBM,Other Biomass,20.6,megawatts
2024,IA,Iowa,TOT,All sectors,PET,Petroleum,832.2,megawatts
2024,IA,Iowa,TOT,All sectors,PETGT,Petroleum - GT,203.4,megawatts
2024,IA,Iowa,TOT,All sectors,PETIC,Petroleum - IC,596.8,megawatts
2024,IA,Iowa,TOT,All sectors,PETST,Petroleum - ST,32.0,megawatts
2024,IA,Iowa,TOT,All sectors,SOL,Solar,676.1,megawatts
2024,IA,Iowa,TOT,All sectors,SOLPV,Solar - PV,676.1,megawatts
2024,IA,Iowa,TOT,All sectors,WND,Wind,12865.5,megawatts
2024,ID,Idaho,EU,Electric Utilities,ALL,All,3517.2,megawatts
2024,ID,Idaho,EU,Electric Utilities,BAT,Battery,40.0,megawatts
2024,ID,Idaho,EU,Electric Utilities,HYC,Hydroelectric,2416.2,megawatts
2024,ID,Idaho,EU,Electric Utilities,NG,Natural Gas,874.6,megawatts
2024,ID,Idaho,EU,Electric Utilities,NGCC,Natural Gas - CC,305.5,megawatts
2024,ID,Idaho,EU,Electric Utilities,NGGT,Natural Gas - GT,569.1,megawatts
2024,ID,Idaho,EU,Electric Utilities,OBM,Other Biomass,3.2,megawatts
2024,ID,Idaho,EU,Electric Utilities,PET,Petroleum,5.6,megawatts
2024,ID,Idaho,EU,Electric Utilities,PETIC,Petroleum - IC,5.6,megawatts
2024,ID,Idaho,EU,Electric Utilities,SOL,Solar,120.0,megawatts
2024,ID,Idaho,EU,Electric Utilities,SOLPV,Solar - PV,120.0,megawatts
2024,ID,Idaho,EU,Electric Utilities,WND,Wind,57.6,megawatts
2024,ID,Idaho,IPP,Independent Power Producers,ALL,All,2030.4,megawatts
2024,ID,Idaho,IPP,Independent Power Producers,GEO,Geothermal,10.0,megawatts
2024,ID,Idaho,IPP,Independent Power Producers,HYC,Hydroelectric,237.6,megawatts
2024,ID,Idaho,IPP,Independent Power Producers,NG,Natural Gas,231.3,megawatts
2024,ID,Idaho,IPP,Independent Power Producers,NGCC,Natural Gas - CC,210.0,megawatts
2024,ID,Idaho,IPP,Independent Power Producers,NGGT,Natural Gas - GT,4.6,megawatts
2024,ID,Idaho,IPP,Independent Power Producers,NGST,Natural Gas - ST,16.7,megawatts
2024,ID,Idaho,IPP,Independent Power Producers,OBM,Other Biomass,18.3,megawatts
2024,ID,Idaho,IPP,Independent Power Producers,OT,Other,14.8,megawatts
2024,ID,Idaho,IPP,Independent Power Producers,SOL,Solar,381.6,megawatts
2024,ID,Idaho,IPP,Independent Power Producers,SOLPV,Solar - PV,381.6,megawatts
2024,ID,Idaho,IPP,Independent Power Producers,WND,Wind,1070.7,megawatts
2024,ID,Idaho,IPP,Independent Power Producers,WOO,Wood,66.1,megawatts
2024,ID,Idaho,TOT,All sectors,ALL,All,5547.6,megawatts
2024,ID,Idaho,TOT,All sectors,BAT,Battery,40.0,megawatts
2024,ID,Idaho,TOT,All sectors,GEO,Geothermal,10.0,megawatts
2024,ID,Idaho,TOT,All sectors,HYC,Hydroelectric,2653.8,megawatts
2024,ID,Idaho,TOT,All sectors,NG,Natural Gas,1105.9,megawatts
2024,ID,Idaho,TOT,All sectors,NGCC,Natural Gas - CC,515.5,megawatts
2024,ID,Idaho,TOT,All sectors,NGGT,Natural Gas - GT,573.7,megawatts
2024,ID,Idaho,TOT,All sectors,NGST,Natural Gas - ST,16.7,megawatts
2024,ID,Idaho,TOT,All sectors,OBM,Other Biomass,21.5,megawatts
2024,ID,Idaho,TOT,All sectors,OT,Other,14.8,megawatts
2024,ID,Idaho,TOT,All sectors,PET,Petroleum,5.6,megawatts
2024,ID,Idaho,TOT,All sectors,PETIC,Petroleum - IC,5.6,megawatts
2024,ID,Idaho,TOT,All sectors,SOL,Solar,501.6,megawatts
2024,ID,Idaho,TOT,All sectors,SOLPV,Solar - PV,501.6,megawatts
2024,ID,Idaho,TOT,All sectors,WND,Wind,1128.3,megawatts
2024,ID,Idaho,TOT,All sectors,WOO,Wood,66.1,megawatts
2024,IL,Illinois,EU,Electric Utilities,ALL,All,3970.7,megawatts
2024,IL,Illinois,EU,Electric Utilities,BAT,Battery,0.3,megawatts
2024,IL,Illinois,EU,Electric Utilities,COL,Coal,324.7,megawatts
2024,IL,Illinois,EU,Electric Utilities,HYC,Hydroelectric,12.0,megawatts
2024,IL,Illinois,EU,Electric Utilities,NG,Natural Gas,2973.7,megawatts
2024,IL,Illinois,EU,Electric Utilities,NGCC,Natural Gas - CC,602.2,megawatts
2024,IL,Illinois,EU,Electric Utilities,NGGT,Natural Gas - GT,2237.9,megawatts
2024,IL,Illinois,EU,Electric Utilities,NGIC,Natural Gas - IC,105.4,megawatts
2024,IL,Illinois,EU,Electric Utilities,NGST,Natural Gas - ST,28.2,megawatts
2024,IL,Illinois,EU,Electric Utilities,OBM,Other Biomass,13.4,megawatts
2024,IL,Illinois,EU,Electric Utilities,PET,Petroleum,339.0,megawatts
2024,IL,Illinois,EU,Electric Utilities,PETGT,Petroleum - GT,56.2,megawatts
2024,IL,Illinois,EU,Electric Utilities,PETIC,Petroleum - IC,282.8,megawatts
2024,IL,Illinois,EU,Electric Utilities,SOL,Solar,301.3,megawatts
2024,IL,Illinois,EU,Electric Utilities,SOLPV,Solar - PV,301.3,megawatts
2024,IL,Illinois,EU,Electric Utilities,WND,Wind,6.3,megawatts
2024,IL,Illinois,IPP,Independent Power Producers,ALL,All,42308.5,megawatts
2024,IL,Illinois,IPP,Independent Power Producers,BAT,Battery,100.0,megawatts
2024,IL,Illinois,IPP,Independent Power Producers,COL,Coal,6369.8,megawatts
2024,IL,Illinois,IPP,Independent Power Producers,HYC,Hydroelectric,20.9,megawatts
2024,IL,Illinois,IPP,Independent Power Producers,NG,Natural Gas,13219.2,megawatts
2024,IL,Illinois,IPP,Independent Power Producers,NGCC,Natural Gas - CC,4850.7,megawatts
2024,IL,Illinois,IPP,Independent Power Producers,NGGT,Natural Gas - GT,8129.1,megawatts
2024,IL,Illinois,IPP,Independent Power Producers,NGIC,Natural Gas - IC,79.1,megawatts
2024,IL,Illinois,IPP,Independent Power Producers,NGST,Natural Gas - ST,160.3,megawatts
2024,IL,Illinois,IPP,Independent Power Producers,NUC,Nuclear,11591.6,megawatts
2024,IL,Illinois,IPP,Independent Power Producers,OBM,Other Biomass,41.8,megawatts
2024,IL,Illinois,IPP,Independent Power Producers,OOG,Other Gas,36.5,megawatts
2024,IL,Illinois,IPP,Independent Power Producers,OT,Other,78.0,megawatts
2024,IL,Illinois,IPP,Independent Power Producers,PET,Petroleum,325.9,megawatts
2024,IL,Illinois,IPP,Independent Power Producers,PETGT,Petroleum - GT,305.0,megawatts
2024,IL,Illinois,IPP,Independent Power Producers,PETIC,Petroleum - IC,20.9,megawatts
2024,IL,Illinois,IPP,Independent Power Producers,SOL,Solar,2657.4,megawatts
2024,IL,Illinois,IPP,Independent Power Producers,SOLPV,Solar - PV,2657.4,megawatts
2024,IL,Illinois,IPP,Independent Power Producers,WND,Wind,7867.4,megawatts
2024,IL,Illinois,TOT,All sectors,ALL,All,46279.2,megawatts
2024,IL,Illinois,TOT,All sectors,BAT,Battery,100.3,megawatts
