gid_0,gid_1,name_0,name_1,indicator_name,weight,score,score_ranked,cat,label,un_region,wb_region
KAZ,KAZ.14_1,Kazakhstan,Zhambyl,rfr,Pop,2.902500161,1192,2,"Medium - High (3 in 1,000 to 7 in 1,000)",Asia,Europe & Central Asia
TUR,TUR.41_1,Turkey,Izmir,drr,Liv,2.90240624,1204,2,Medium (0.4-0.6),Asia,Europe & Central Asia
KGZ,KGZ.9_1,Kyrgyzstan,Ysyk-KÃ¶l,drr,Irr,2.90239931,1170,2,Medium (0.4-0.6),Asia,Europe & Central Asia
PER,PER.7_1,Peru,Callao,drr,One,2.90222519,1135,2,Medium (0.4-0.6),Americas,Latin America & Caribbean
ROU,ROU.35_1,Romania,Sibiu,drr,Dom,2.902077185,1153,2,Medium (0.4-0.6),Europe,Europe & Central Asia
KEN,KEN.32_1,Kenya,Nandi,drr,One,2.901950115,1136,2,Medium (0.4-0.6),Africa,Sub-Saharan Africa
ALB,ALB.12_1,Albania,VlorÃ«,drr,Liv,2.901868415,1205,2,Medium (0.4-0.6),Europe,Europe & Central Asia
IRN,IRN.16_1,Iran,Kohgiluyeh and Buyer Ahmad,drr,Irr,2.90185987,1171,2,Medium (0.4-0.6),Asia,Middle East & North Africa
PHL,PHL.34_1,Philippines,Ilocos Norte,drr,One,2.901677405,1137,2,Medium (0.4-0.6),Asia,East Asia & Pacific
USA,USA.38_1,United States,Oregon,bws,Irr,2.901511847,838,2,Medium - High (20-40%),Americas,North America
PHL,PHL.57_1,Philippines,Occidental Mindoro,drr,Liv,2.901292945,1206,2,Medium (0.4-0.6),Asia,East Asia & Pacific
MKD,MKD.62_1,Macedonia,Rosoman,drr,Liv,2.901272265,1207,2,Medium (0.4-0.6),Europe,Europe & Central Asia
KGZ,KGZ.1_1,Kyrgyzstan,Batken,drr,Tot,2.90116566,1175,2,Medium (0.4-0.6),Asia,Europe & Central Asia
ARG,ARG.11_1,Argentina,La Pampa,drr,Dom,2.901089425,1154,2,Medium (0.4-0.6),Americas,Latin America & Caribbean
NGA,NGA.6_1,Nigeria,Bayelsa,drr,Irr,2.901015755,1172,2,Medium (0.4-0.6),Africa,Sub-Saharan Africa
SDN,SDN.17_1,Sudan,West Kurdufan,bws,Ind,2.90096928,842,2,Medium - High (20-40%),Africa,Sub-Saharan Africa
PHL,PHL.81_1,Philippines,Zamboanga Sibugay,drr,One,2.90091175,1138,2,Medium (0.4-0.6),Asia,East Asia & Pacific
DEU,DEU.9_1,Germany,Niedersachsen,drr,Irr,2.90085688,1173,2,Medium (0.4-0.6),Europe,Europe & Central Asia
CZE,CZE.9_1,Czech Republic,PardubickÃ½,drr,Tot,2.900840095,1176,2,Medium (0.4-0.6),Europe,Europe & Central Asia
NGA,NGA.6_1,Nigeria,Bayelsa,drr,Liv,2.90076098,1208,2,Medium (0.4-0.6),Africa,Sub-Saharan Africa
ECU,ECU.5_1,Ecuador,Chimborazo,drr,Dom,2.9005278,1155,2,Medium (0.4-0.6),Americas,Latin America & Caribbean
THA,THA.56_1,Thailand,Sakon Nakhon,drr,Irr,2.90043713,1174,2,Medium (0.4-0.6),Asia,East Asia & Pacific
AUT,AUT.3_1,Austria,NiederÃ¶sterreich,drr,One,2.90033322,1139,2,Medium (0.4-0.6),Europe,Europe & Central Asia
GBR,GBR.3_1,United Kingdom,Scotland,drr,Irr,2.90008335,1175,2,Medium (0.4-0.6),Europe,Europe & Central Asia
ITA,ITA.9_1,Italy,Liguria,bws,Dom,2.900071109,824,2,Medium - High (20-40%),Europe,Europe & Central Asia
RUS,RUS.50_1,Russia,Novosibirsk,drr,Tot,2.900069935,1177,2,Medium (0.4-0.6),Europe,Europe & Central Asia
RUS,RUS.50_1,Russia,Novosibirsk,drr,Irr,2.89994531,1176,2,Medium (0.4-0.6),Europe,Europe & Central Asia
PHL,PHL.68_1,Philippines,Siquijor,drr,One,2.89986689,1140,2,Medium (0.4-0.6),Asia,East Asia & Pacific
URY,URY.15_1,Uruguay,Salto,drr,Dom,2.899836205,1156,2,Medium (0.4-0.6),Americas,Latin America & Caribbean
KGZ,KGZ.9_1,Kyrgyzstan,Ysyk-KÃ¶l,drr,Liv,2.899712055,1209,2,Medium (0.4-0.6),Asia,Europe & Central Asia
GTM,GTM.22_1,Guatemala,Zacapa,drr,Liv,2.89949853,1210,2,Medium (0.4-0.6),Americas,Latin America & Caribbean
CZE,CZE.1_1,Czech Republic,JihoÄeskÃ½,drr,Liv,2.899440585,1211,2,Medium (0.4-0.6),Europe,Europe & Central Asia
THA,THA.74_1,Thailand,Uthai Thani,drr,Tot,2.89943773,1178,2,Medium (0.4-0.6),Asia,East Asia & Pacific
KEN,KEN.5_1,Kenya,Elgeyo-Marakwet,drr,Tot,2.89940104,1179,2,Medium (0.4-0.6),Africa,Sub-Saharan Africa
MKD,MKD.69_1,Macedonia,Strumitsa,drr,Tot,2.899353245,1180,2,Medium (0.4-0.6),Europe,Europe & Central Asia
IRL,IRL.23_1,Ireland,Waterford,drr,Liv,2.89931934,1212,2,Medium (0.4-0.6),Europe,Europe & Central Asia
THA,THA.74_1,Thailand,Uthai Thani,drr,Irr,2.89930664,1177,2,Medium (0.4-0.6),Asia,East Asia & Pacific
ITA,ITA.11_1,Italy,Marche,drr,Ind,2.89927231,1145,2,Medium (0.4-0.6),Europe,Europe & Central Asia
CZE,CZE.9_1,Czech Republic,PardubickÃ½,drr,Ind,2.8992281,1146,2,Medium (0.4-0.6),Europe,Europe & Central Asia
USA,USA.16_1,United States,Iowa,drr,One,2.89883519,1141,2,Medium (0.4-0.6),Americas,North America
GTM,GTM.8_1,Guatemala,Huehuetenango,drr,Ind,2.89878384,1147,2,Medium (0.4-0.6),Americas,Latin America & Caribbean
RUS,RUS.50_1,Russia,Novosibirsk,drr,Ind,2.898621975,1148,2,Medium (0.4-0.6),Europe,Europe & Central Asia
IRN,IRN.19_1,Iran,Markazi,drr,Irr,2.89850329,1178,2,Medium (0.4-0.6),Asia,Middle East & North Africa
HND,HND.4_1,Honduras,Comayagua,drr,Irr,2.89849483,1179,2,Medium (0.4-0.6),Americas,Latin America & Caribbean
GHA,GHA.1_1,Ghana,Ashanti,drr,Liv,2.898462115,1213,2,Medium (0.4-0.6),Africa,Sub-Saharan Africa
AZE,AZE.4_1,Azerbaijan,Ganja-Qazakh,drr,Ind,2.898461855,1149,2,Medium (0.4-0.6),Asia,Europe & Central Asia
DOM,DOM.21_1,Dominican Republic,Puerto Plata,drr,Tot,2.89838446,1181,2,Medium (0.4-0.6),Americas,Latin America & Caribbean
ETH,ETH.9_1,Ethiopia,Somali,bws,Ind,2.898133094,843,2,Medium - High (20-40%),Africa,Sub-Saharan Africa
URY,URY.4_1,Uruguay,Colonia,drr,Ind,2.898101925,1150,2,Medium (0.4-0.6),Americas,Latin America & Caribbean
CZE,CZE.9_1,Czech Republic,PardubickÃ½,drr,Liv,2.897838295,1214,2,Medium (0.4-0.6),Europe,Europe & Central Asia
EST,EST.4_1,Estonia,JÃ¤rva,drr,Dom,2.897758765,1157,2,Medium (0.4-0.6),Europe,Europe & Central Asia
THA,THA.18_1,Thailand,Krabi,drr,One,2.897746375,1142,2,Medium (0.4-0.6),Asia,East Asia & Pacific
IRQ,IRQ.1_1,Iraq,Al-Anbar,bws,Ind,2.89751938,844,2,Medium - High (20-40%),Asia,Middle East & North Africa
IRN,IRN.20_1,Iran,Mazandaran,bws,Dom,2.897455691,825,2,Medium - High (20-40%),Asia,Middle East & North Africa
ECU,ECU.5_1,Ecuador,Chimborazo,drr,Ind,2.89738593,1151,2,Medium (0.4-0.6),Americas,Latin America & Caribbean
TUR,TUR.4_1,Turkey,Agri,drr,Dom,2.89728047,1158,2,Medium (0.4-0.6),Asia,Europe & Central Asia
ZAF,ZAF.5_1,South Africa,Limpopo,drr,Liv,2.897263275,1215,2,Medium (0.4-0.6),Africa,Sub-Saharan Africa
KEN,KEN.47_1,Kenya,West Pokot,drr,Irr,2.897179085,1180,2,Medium (0.4-0.6),Africa,Sub-Saharan Africa
EST,EST.4_1,Estonia,JÃ¤rva,drr,Tot,2.89698773,1182,2,Medium (0.4-0.6),Europe,Europe & Central Asia
EST,EST.4_1,Estonia,JÃ¤rva,drr,Ind,2.896956585,1152,2,Medium (0.4-0.6),Europe,Europe & Central Asia
KGZ,KGZ.3_1,Kyrgyzstan,ChÃ¼y,drr,One,2.896892775,1143,2,Medium (0.4-0.6),Asia,Europe & Central Asia
KGZ,KGZ.1_1,Kyrgyzstan,Batken,drr,Irr,2.89688873,1181,2,Medium (0.4-0.6),Asia,Europe & Central Asia
UZB,UZB.5_1,Uzbekistan,Karakalpakstan,drr,Dom,2.89682085,1159,2,Medium (0.4-0.6),Asia,Europe & Central Asia
DOM,DOM.16_1,Dominican Republic,MonseÃ±or Nouel,drr,Dom,2.896726675,1160,2,Medium (0.4-0.6),Americas,Latin America & Caribbean
RUS,RUS.10_1,Russia,Chechnya,drr,Irr,2.896708545,1182,2,Medium (0.4-0.6),Europe,Europe & Central Asia
ETH,ETH.5_1,Ethiopia,Dire Dawa,drr,Irr,2.89666997,1183,2,Medium (0.4-0.6),Africa,Sub-Saharan Africa
PAN,PAN.7_1,Panama,Herrera,drr,Liv,2.896601405,1216,2,Medium (0.4-0.6),Americas,Latin America & Caribbean
SOM,SOM.3_1,Somalia,Banaadir,bws,One,2.896487887,762,2,Medium - High (20-40%),Africa,Sub-Saharan Africa
SOM,SOM.3_1,Somalia,Banaadir,bws,Tot,2.896487887,872,2,Medium - High (20-40%),Africa,Sub-Saharan Africa
SOM,SOM.3_1,Somalia,Banaadir,bws,Dom,2.896487887,826,2,Medium - High (20-40%),Africa,Sub-Saharan Africa
SOM,SOM.3_1,Somalia,Banaadir,bws,Liv,2.896487887,830,2,Medium - High (20-40%),Africa,Sub-Saharan Africa
SOM,SOM.3_1,Somalia,Banaadir,bws,Irr,2.896487887,839,2,Medium - High (20-40%),Africa,Sub-Saharan Africa
RUS,RUS.31_1,Russia,Kirov,drr,Dom,2.89630786,1161,2,Medium (0.4-0.6),Europe,Europe & Central Asia
HND,HND.4_1,Honduras,Comayagua,drr,Tot,2.89621246,1183,2,Medium (0.4-0.6),Americas,Latin America & Caribbean
UZB,UZB.7_1,Uzbekistan,Khorezm,bws,Liv,2.896153114,831,2,Medium - High (20-40%),Asia,Europe & Central Asia
LVA,LVA.1_1,Latvia,Kurzeme,drr,One,2.896062395,1144,2,Medium (0.4-0.6),Europe,Europe & Central Asia
CHN,CHN.22_1,China,Shaanxi,bws,Tot,2.895980531,873,2,Medium - High (20-40%),Asia,East Asia & Pacific
THA,THA.31_1,Thailand,Nakhon Si Thammarat,bws,Dom,2.895952216,827,2,Medium - High (20-40%),Asia,East Asia & Pacific
RUS,RUS.31_1,Russia,Kirov,drr,Tot,2.895773015,1184,2,Medium (0.4-0.6),Europe,Europe & Central Asia
RUS,RUS.10_1,Russia,Chechnya,drr,Ind,2.895770805,1153,2,Medium (0.4-0.6),Europe,Europe & Central Asia
AZE,AZE.4_1,Azerbaijan,Ganja-Qazakh,drr,One,2.89569028,1145,2,Medium (0.4-0.6),Asia,Europe & Central Asia
IRN,IRN.19_1,Iran,Markazi,drr,Tot,2.89555604,1185,2,Medium (0.4-0.6),Asia,Middle East & North Africa
ETH,ETH.3_1,Ethiopia,Amhara,drr,Irr,2.895549015,1184,2,Medium (0.4-0.6),Africa,Sub-Saharan Africa
RUS,RUS.10_1,Russia,Chechnya,drr,Tot,2.895493465,1186,2,Medium (0.4-0.6),Europe,Europe & Central Asia
KEN,KEN.44_1,Kenya,Uasin Gishu,drr,Ind,2.895264935,1154,2,Medium (0.4-0.6),Africa,Sub-Saharan Africa
ZWE,ZWE.7_1,Zimbabwe,Masvingo,drr,One,2.895111515,1146,2,Medium (0.4-0.6),Africa,Sub-Saharan Africa
USA,USA.16_1,United States,Iowa,drr,Liv,2.895089765,1217,2,Medium (0.4-0.6),Americas,North America
ARM,ARM.2_1,Armenia,Ararat,drr,Irr,2.89505395,1185,2,Medium (0.4-0.6),Asia,Europe & Central Asia
ECU,ECU.2_1,Ecuador,Bolivar,drr,Liv,2.89505261,1218,2,Medium (0.4-0.6),Americas,Latin America & Caribbean
RUS,RUS.31_1,Russia,Kirov,drr,Ind,2.895035875,1155,2,Medium (0.4-0.6),Europe,Europe & Central Asia
ROU,ROU.1_1,Romania,Alba,drr,One,2.894878845,1147,2,Medium (0.4-0.6),Europe,Europe & Central Asia
UZB,UZB.12_1,Uzbekistan,Surkhandarya,bws,Irr,2.894822694,840,2,Medium - High (20-40%),Asia,Europe & Central Asia
EST,EST.4_1,Estonia,JÃ¤rva,drr,Liv,2.894817605,1219,2,Medium (0.4-0.6),Europe,Europe & Central Asia
AFG,AFG.13_1,Afghanistan,Jawzjan,drr,One,2.89474282,1148,2,Medium (0.4-0.6),Asia,South Asia
TUR,TUR.9_1,Turkey,Ardahan,drr,One,2.89461516,1149,2,Medium (0.4-0.6),Asia,Europe & Central Asia
LVA,LVA.3_1,Latvia,Riga,drr,One,2.894215135,1150,2,Medium (0.4-0.6),Europe,Europe & Central Asia
SLV,SLV.10_1,El Salvador,San Salvador,drr,Irr,2.894106685,1186,2,Medium (0.4-0.6),Americas,Latin America & Caribbean
CZE,CZE.9_1,Czech Republic,PardubickÃ½,drr,One,2.893813065,1151,2,Medium (0.4-0.6),Europe,Europe & Central Asia
ESP,ESP.10_1,Spain,Comunidad Valenciana,drr,Ind,2.893304055,1156,2,Medium (0.4-0.6),Europe,Europe & Central Asia
SLV,SLV.1_1,El Salvador,AhuachapÃ¡n,drr,One,2.89327884,1152,2,Medium (0.4-0.6),Americas,Latin America & Caribbean
MDA,MDA.34_1,Moldova,Taraclia,rfr,Pop,2.893193046,1193,2,"Medium - High (3 in 1,000 to 7 in 1,000)",Europe,Europe & Central Asia
PRK,PRK.4_1,North Korea,Hwanghae-bukto,bws,Irr,2.893191878,841,2,Medium - High (20-40%),Asia,East Asia & Pacific
JAM,JAM.9_1,Jamaica,Saint Elizabeth,drr,Ind,2.892823215,1157,2,Medium (0.4-0.6),Americas,Latin America & Caribbean
ALB,ALB.10_1,Albania,ShkodÃ«r,drr,Liv,2.8925793,1220,2,Medium (0.4-0.6),Europe,Europe & Central Asia
MEX,MEX.11_1,Mexico,Guanajuato,drr,One,2.89240022,1153,2,Medium (0.4-0.6),Americas,Latin America & Caribbean
URY,URY.1_1,Uruguay,Artigas,drr,Dom,2.892293985,1162,2,Medium (0.4-0.6),Americas,Latin America & Caribbean
IND,IND.21_1,India,Manipur,bws,Tot,2.892189559,874,2,Medium - High (20-40%),Asia,South Asia
KGZ,KGZ.6_1,Kyrgyzstan,Osh (city),bws,Irr,2.892122458,842,2,Medium - High (20-40%),Asia,Europe & Central Asia
KGZ,KGZ.6_1,Kyrgyzstan,Osh (city),bws,One,2.892122458,763,2,Medium - High (20-40%),Asia,Europe & Central Asia
KGZ,KGZ.6_1,Kyrgyzstan,Osh (city),bws,Tot,2.892122458,875,2,Medium - High (20-40%),Asia,Europe & Central Asia
KGZ,KGZ.6_1,Kyrgyzstan,Osh (city),bws,Dom,2.892122458,828,2,Medium - High (20-40%),Asia,Europe & Central Asia
KGZ,KGZ.6_1,Kyrgyzstan,Osh (city),bws,Ind,2.892122458,845,2,Medium - High (20-40%),Asia,Europe & Central Asia
KGZ,KGZ.6_1,Kyrgyzstan,Osh (city),bws,Liv,2.892122458,832,2,Medium - High (20-40%),Asia,Europe & Central Asia
FRA,FRA.11_1,France,Occitanie,drr,One,2.892089355,1154,2,Medium (0.4-0.6),Europe,Europe & Central Asia
CZE,CZE.3_1,Czech Republic,KarlovarskÃ½,drr,Liv,2.891769615,1221,2,Medium (0.4-0.6),Europe,Europe & Central Asia
URY,URY.12_1,Uruguay,RÃ­o Negro,drr,Tot,2.891701795,1187,2,Medium (0.4-0.6),Americas,Latin America & Caribbean
RUS,RUS.10_1,Russia,Chechnya,drr,Dom,2.89162915,1163,2,Medium (0.4-0.6),Europe,Europe & Central Asia
UZB,UZB.5_1,Uzbekistan,Karakalpakstan,drr,Ind,2.89160745,1158,2,Medium (0.4-0.6),Asia,Europe & Central Asia
PRT,PRT.6_1,Portugal,Castelo Branco,drr,Liv,2.89155925,1222,2,Medium (0.4-0.6),Europe,Europe & Central Asia
PRK,PRK.8_1,North Korea,Kumgangsan,drr,Liv,2.89147903,1223,2,Medium (0.4-0.6),Asia,East Asia & Pacific
MLI,MLI.6_1,Mali,Mopti,drr,Ind,2.89140179,1159,2,Medium (0.4-0.6),Africa,Sub-Saharan Africa
KGZ,KGZ.7_1,Kyrgyzstan,Osh,drr,Tot,2.890750165,1188,2,Medium (0.4-0.6),Asia,Europe & Central Asia
ESP,ESP.9_1,Spain,Comunidad Foral de Navarra,drr,Ind,2.890692395,1160,2,Medium (0.4-0.6),Europe,Europe & Central Asia
CYP,CYP.2_1,Cyprus,Larnaca,drr,Liv,2.89063307,1224,2,Medium (0.4-0.6),Asia,Europe & Central Asia
HRV,HRV.5_1,Croatia,Istarska,drr,Liv,2.890562905,1225,2,Medium (0.4-0.6),Europe,Europe & Central Asia
RWA,RWA.4_1,Rwanda,Iburengerazuba,drr,Tot,2.890332525,1189,2,Medium (0.4-0.6),Africa,Sub-Saharan Africa
ECU,ECU.5_1,Ecuador,Chimborazo,drr,Tot,2.8902618,1190,2,Medium (0.4-0.6),Americas,Latin America & Caribbean
THA,THA.18_1,Thailand,Krabi,drr,Ind,2.88998507,1161,2,Medium (0.4-0.6),Asia,East Asia & Pacific
TUN,TUN.9_1,Tunisia,KassÃ©rine,drr,Tot,2.889948675,1191,2,Medium (0.4-0.6),Africa,Middle East & North Africa
RWA,RWA.4_1,Rwanda,Iburengerazuba,drr,One,2.88940943,1155,2,Medium (0.4-0.6),Africa,Sub-Saharan Africa
NGA,NGA.9_1,Nigeria,Cross River,drr,Tot,2.88938068,1192,2,Medium (0.4-0.6),Africa,Sub-Saharan Africa
MKD,MKD.69_1,Macedonia,Strumitsa,drr,Liv,2.88911661,1226,2,Medium (0.4-0.6),Europe,Europe & Central Asia
DZA,DZA.16_1,Algeria,Djelfa,drr,Dom,2.88899809,1164,2,Medium (0.4-0.6),Africa,Middle East & North Africa
MKD,MKD.22_1,Macedonia,Drugovo,bws,Liv,2.888858357,833,2,Medium - High (20-40%),Europe,Europe & Central Asia
MKD,MKD.49_1,Macedonia,Negotino,drr,Liv,2.888837345,1227,2,Medium (0.4-0.6),Europe,Europe & Central Asia
CUB,CUB.13_1,Cuba,Pinar del RÃ­o,drr,Tot,2.88855154,1193,2,Medium (0.4-0.6),Americas,Latin America & Caribbean
SYR,SYR.9_1,Syria,Hims,drr,Liv,2.888452515,1228,2,Medium (0.4-0.6),Asia,Middle East & North Africa
TUR,TUR.7_1,Turkey,Ankara,bws,Liv,2.888239888,834,2,Medium - High (20-40%),Asia,Europe & Central Asia
USA,USA.16_1,United States,Iowa,drr,Ind,2.888230795,1162,2,Medium (0.4-0.6),Americas,North America
THA,THA.3_1,Thailand,Bangkok Metropolis,drr,Ind,2.88821257,1163,2,Medium (0.4-0.6),Asia,East Asia & Pacific
BWA,BWA.11_1,Botswana,North-East,drr,Irr,2.888145255,1187,2,Medium (0.4-0.6),Africa,Sub-Saharan Africa
EST,EST.4_1,Estonia,JÃ¤rva,drr,One,2.88807026,1156,2,Medium (0.4-0.6),Europe,Europe & Central Asia
KHM,KHM.12_1,Cambodia,Krong Pailin,drr,Irr,2.88795501,1188,2,Medium (0.4-0.6),Asia,East Asia & Pacific
URY,URY.12_1,Uruguay,RÃ­o Negro,drr,One,2.887736805,1157,2,Medium (0.4-0.6),Americas,Latin America & Caribbean
URY,URY.1_1,Uruguay,Artigas,drr,Ind,2.88772088,1164,2,Medium (0.4-0.6),Americas,Latin America & Caribbean
ARM,ARM.2_1,Armenia,Ararat,drr,Liv,2.88729901,1229,2,Medium (0.4-0.6),Asia,Europe & Central Asia
CHN,CHN.24_1,China,Shanghai,bws,One,2.88723438,764,2,Medium - High (20-40%),Asia,East Asia & Pacific
IRN,IRN.7_1,Iran,Fars,drr,Liv,2.887210605,1230,2,Medium (0.4-0.6),Asia,Middle East & North Africa
URY,URY.2_1,Uruguay,Canelones,drr,Dom,2.887185555,1165,2,Medium (0.4-0.6),Americas,Latin America & Caribbean
DZA,DZA.16_1,Algeria,Djelfa,drr,Ind,2.88692724,1165,2,Medium (0.4-0.6),Africa,Middle East & North Africa
PRT,PRT.16_1,Portugal,SantarÃ©m,drr,Liv,2.886898405,1231,2,Medium (0.4-0.6),Europe,Europe & Central Asia
HTI,HTI.10_1,Haiti,Sud,drr,Irr,2.886872955,1189,2,Medium (0.4-0.6),Americas,Latin America & Caribbean
BFA,BFA.3_1,Burkina Faso,Centre-Est,bws,Liv,2.886851271,835,2,Medium - High (20-40%),Africa,Sub-Saharan Africa
HTI,HTI.2_1,Haiti,Grand'Anse,drr,One,2.886809675,1158,2,Medium (0.4-0.6),Americas,Latin America & Caribbean
USA,USA.16_1,United States,Iowa,drr,Tot,2.886713395,1194,2,Medium (0.4-0.6),Americas,North America
HTI,HTI.3_1,Haiti,L'Artibonite,drr,Ind,2.88654288,1166,2,Medium (0.4-0.6),Americas,Latin America & Caribbean
IRN,IRN.8_1,Iran,Gilan,bws,Irr,2.886514962,843,2,Medium - High (20-40%),Asia,Middle East & North Africa
ECU,ECU.5_1,Ecuador,Chimborazo,drr,Irr,2.88649688,1190,2,Medium (0.4-0.6),Americas,Latin America & Caribbean
MAR,MAR.14_1,Morocco,Tanger - TÃ©touan,bws,One,2.886426995,765,2,Medium - High (20-40%),Africa,Middle East & North Africa
CZE,CZE.3_1,Czech Republic,KarlovarskÃ½,drr,Tot,2.886374655,1195,2,Medium (0.4-0.6),Europe,Europe & Central Asia
ROU,ROU.35_1,Romania,Sibiu,drr,One,2.88625984,1159,2,Medium (0.4-0.6),Europe,Europe & Central Asia
IRL,IRL.15_1,Ireland,Louth,drr,Liv,2.886155885,1232,2,Medium (0.4-0.6),Europe,Europe & Central Asia
BRA,BRA.25_1,Brazil,SÃ£o Paulo,drr,Liv,2.88613263,1233,2,Medium (0.4-0.6),Americas,Latin America & Caribbean
DZA,DZA.16_1,Algeria,Djelfa,drr,Tot,2.88612676,1196,2,Medium (0.4-0.6),Africa,Middle East & North Africa
SLV,SLV.5_1,El Salvador,La Libertad,drr,Liv,2.88607401,1234,2,Medium (0.4-0.6),Americas,Latin America & Caribbean
AFG,AFG.23_1,Afghanistan,Nimroz,bws,Dom,2.885978729,829,2,Medium - High (20-40%),Asia,South Asia
TUR,TUR.42_1,Turkey,K. Maras,drr,One,2.885933705,1160,2,Medium (0.4-0.6),Asia,Europe & Central Asia
THA,THA.35_1,Thailand,Nong Khai,drr,One,2.88593286,1161,2,Medium (0.4-0.6),Asia,East Asia & Pacific
PHL,PHL.18_1,Philippines,Cagayan,drr,Ind,2.885819885,1167,2,Medium (0.4-0.6),Asia,East Asia & Pacific
PRT,PRT.14_1,Portugal,Portalegre,bws,Ind,2.885808642,846,2,Medium - High (20-40%),Europe,Europe & Central Asia
PRK,PRK.9_1,North Korea,P'yÅngan-bukto,drr,Ind,2.885718975,1168,2,Medium (0.4-0.6),Asia,East Asia & Pacific
KGZ,KGZ.7_1,Kyrgyzstan,Osh,drr,Irr,2.885704885,1191,2,Medium (0.4-0.6),Asia,Europe & Central Asia
URY,URY.10_1,Uruguay,Montevideo,drr,One,2.88569144,1162,2,Medium (0.4-0.6),Americas,Latin America & Caribbean
RUS,RUS.10_1,Russia,Chechnya,drr,One,2.88563425,1163,2,Medium (0.4-0.6),Europe,Europe & Central Asia
URY,URY.12_1,Uruguay,RÃ­o Negro,drr,Ind,2.885583765,1169,2,Medium (0.4-0.6),Americas,Latin America & Caribbean
HTI,HTI.10_1,Haiti,Sud,drr,Tot,2.885467895,1197,2,Medium (0.4-0.6),Americas,Latin America & Caribbean
NGA,NGA.18_1,Nigeria,Jigawa,bws,Dom,2.885406308,830,2,Medium - High (20-40%),Africa,Sub-Saharan Africa
URY,URY.12_1,Uruguay,RÃ­o Negro,drr,Irr,2.885266165,1192,2,Medium (0.4-0.6),Americas,Latin America & Caribbean
PRK,PRK.9_1,North Korea,P'yÅngan-bukto,drr,Dom,2.88523634,1166,2,Medium (0.4-0.6),Asia,East Asia & Pacific
MLI,MLI.6_1,Mali,Mopti,drr,Irr,2.88504472,1193,2,Medium (0.4-0.6),Africa,Sub-Saharan Africa
GUY,GUY.6_1,Guyana,Mahaica-Berbice,drr,Dom,2.884922455,1167,2,Medium (0.4-0.6),Americas,Latin America & Caribbean
MLI,MLI.6_1,Mali,Mopti,drr,Tot,2.88474867,1198,2,Medium (0.4-0.6),Africa,Sub-Saharan Africa
COL,COL.8_1,Colombia,CaquetÃ¡,rfr,Pop,2.884694432,1194,2,"Medium - High (3 in 1,000 to 7 in 1,000)",Americas,Latin America & Caribbean
PHL,PHL.4_1,Philippines,Aklan,drr,One,2.884687565,1164,2,Medium (0.4-0.6),Asia,East Asia & Pacific
HND,HND.4_1,Honduras,Comayagua,drr,Ind,2.884685125,1170,2,Medium (0.4-0.6),Americas,Latin America & Caribbean
TUR,TUR.52_1,Turkey,Kocaeli,bws,Dom,2.884599554,831,2,Medium - High (20-40%),Asia,Europe & Central Asia
CZE,CZE.3_1,Czech Republic,KarlovarskÃ½,drr,Ind,2.8844438,1171,2,Medium (0.4-0.6),Europe,Europe & Central Asia
ROU,ROU.35_1,Romania,Sibiu,drr,Liv,2.88441614,1235,2,Medium (0.4-0.6),Europe,Europe & Central Asia
DOM,DOM.9_1,Dominican Republic,Hato Mayor,rfr,Pop,2.884245768,1195,2,"Medium - High (3 in 1,000 to 7 in 1,000)",Americas,Latin America & Caribbean
MKD,MKD.39_1,Macedonia,KrivogaÅ¡tani,drr,One,2.88424479,1165,2,Medium (0.4-0.6),Europe,Europe & Central Asia
TUR,TUR.39_1,Turkey,Isparta,drr,Irr,2.884202595,1194,2,Medium (0.4-0.6),Asia,Europe & Central Asia
URY,URY.1_1,Uruguay,Artigas,drr,Tot,2.8840648,1199,2,Medium (0.4-0.6),Americas,Latin America & Caribbean
AZE,AZE.4_1,Azerbaijan,Ganja-Qazakh,drr,Dom,2.88386458,1168,2,Medium (0.4-0.6),Asia,Europe & Central Asia
CHN,CHN.1_1,China,Anhui,bws,Liv,2.883729329,836,2,Medium - High (20-40%),Asia,East Asia & Pacific
PRT,PRT.16_1,Portugal,SantarÃ©m,drr,Irr,2.88358671,1195,2,Medium (0.4-0.6),Europe,Europe & Central Asia
BFA,BFA.5_1,Burkina Faso,Centre-Ouest,drr,One,2.88348739,1166,2,Medium (0.4-0.6),Africa,Sub-Saharan Africa
URY,URY.1_1,Uruguay,Artigas,drr,Irr,2.88347762,1196,2,Medium (0.4-0.6),Americas,Latin America & Caribbean
KEN,KEN.39_1,Kenya,Taita Taveta,bws,Ind,2.88334344,847,2,Medium - High (20-40%),Africa,Sub-Saharan Africa
ZAF,ZAF.9_1,South Africa,Western Cape,drr,Tot,2.883325585,1200,2,Medium (0.4-0.6),Africa,Sub-Saharan Africa
GNB,GNB.6_1,Guinea-Bissau,GabÃº,drr,Dom,2.883229955,1169,2,Medium (0.4-0.6),Africa,Sub-Saharan Africa
IRQ,IRQ.1_1,Iraq,Al-Anbar,bws,Tot,2.883212628,876,2,Medium - High (20-40%),Asia,Middle East & North Africa
DZA,DZA.16_1,Algeria,Djelfa,drr,Irr,2.882827035,1197,2,Medium (0.4-0.6),Africa,Middle East & North Africa
TUR,TUR.42_1,Turkey,K. Maras,drr,Liv,2.882786395,1236,2,Medium (0.4-0.6),Asia,Europe & Central Asia
