gid_0,gid_1,name_0,name_1,indicator_name,weight,score,score_ranked,cat,label,un_region,wb_region
IRL,IRL.26_1,Ireland,Wicklow,drr,Dom,2.550935485,1549,2,Medium (0.4-0.6),Europe,Europe & Central Asia
ARM,ARM.7_1,Armenia,Lori,drr,Dom,2.55093487,1550,2,Medium (0.4-0.6),Asia,Europe & Central Asia
TZA,TZA.17_1,Tanzania,Njombe,drr,Ind,2.550906905,1562,2,Medium (0.4-0.6),Africa,Sub-Saharan Africa
PHL,PHL.33_1,Philippines,Ifugao,drr,Ind,2.550828095,1563,2,Medium (0.4-0.6),Asia,East Asia & Pacific
ARM,ARM.1_1,Armenia,Aragatsotn,bws,Liv,2.550546503,961,2,Medium - High (20-40%),Asia,Europe & Central Asia
ARG,ARG.14_1,Argentina,Misiones,drr,One,2.55048419,1597,2,Medium (0.4-0.6),Americas,Latin America & Caribbean
UZB,UZB.9_1,Uzbekistan,Navoi,drr,Ind,2.550252205,1564,2,Medium (0.4-0.6),Asia,Europe & Central Asia
BDI,BDI.5_1,Burundi,Cankuzo,drr,Dom,2.550071995,1551,2,Medium (0.4-0.6),Africa,Sub-Saharan Africa
COL,COL.18_1,Colombia,La Guajira,drr,Irr,2.549552885,1598,2,Medium (0.4-0.6),Americas,Latin America & Caribbean
ITA,ITA.14_1,Italy,Sardegna,drr,Ind,2.549390885,1565,2,Medium (0.4-0.6),Europe,Europe & Central Asia
MYS,MYS.2_1,Malaysia,Kedah,drr,Tot,2.54934143,1609,2,Medium (0.4-0.6),Asia,East Asia & Pacific
MKD,MKD.17_1,Macedonia,Debarca,drr,Liv,2.549311495,1634,2,Medium (0.4-0.6),Europe,Europe & Central Asia
MKD,MKD.14_1,Macedonia,ÄŒeÅ¡inovo-ObleÅ¡evo,drr,Tot,2.549266575,1610,2,Medium (0.4-0.6),Europe,Europe & Central Asia
PHL,PHL.39_1,Philippines,La Union,drr,Tot,2.549053545,1611,2,Medium (0.4-0.6),Asia,East Asia & Pacific
ARG,ARG.19_1,Argentina,San Luis,drr,Liv,2.548955075,1635,2,Medium (0.4-0.6),Americas,Latin America & Caribbean
VNM,VNM.9_1,Vietnam,BÃ¬nh DÆ°Æ¡ng,drr,One,2.548952695,1598,2,Medium (0.4-0.6),Asia,East Asia & Pacific
IDN,IDN.15_1,Indonesia,Kalimantan Timur,drr,Tot,2.54894286,1612,2,Medium (0.4-0.6),Asia,East Asia & Pacific
KAZ,KAZ.14_1,Kazakhstan,Zhambyl,drr,One,2.548879335,1599,2,Medium (0.4-0.6),Asia,Europe & Central Asia
ARM,ARM.1_1,Armenia,Aragatsotn,bws,Irr,2.548810769,960,2,Medium - High (20-40%),Asia,Europe & Central Asia
PHL,PHL.32_1,Philippines,Guimaras,drr,Liv,2.54880232,1636,2,Medium (0.4-0.6),Asia,East Asia & Pacific
CHE,CHE.20_1,Switzerland,Thurgau,drr,Tot,2.548795055,1613,2,Medium (0.4-0.6),Europe,Europe & Central Asia
THA,THA.16_1,Thailand,Kanchanaburi,drr,Irr,2.548782395,1599,2,Medium (0.4-0.6),Asia,East Asia & Pacific
SWE,SWE.1_1,Sweden,Blekinge,rfr,Pop,2.548708884,1379,2,"Medium - High (3 in 1,000 to 7 in 1,000)",Europe,Europe & Central Asia
MDA,MDA.8_1,Moldova,Cantemir,bws,Dom,2.548633884,941,2,Medium - High (20-40%),Europe,Europe & Central Asia
URY,URY.6_1,Uruguay,Flores,drr,One,2.54858859,1600,2,Medium (0.4-0.6),Americas,Latin America & Caribbean
MEX,MEX.25_1,Mexico,Sinaloa,drr,One,2.5485817,1601,2,Medium (0.4-0.6),Americas,Latin America & Caribbean
VEN,VEN.5_1,Venezuela,Barinas,rfr,Pop,2.548394564,1380,2,"Medium - High (3 in 1,000 to 7 in 1,000)",Americas,Latin America & Caribbean
LBY,LBY.10_1,Libya,An Nuqat al Khams,drr,Dom,2.548275625,1552,2,Medium (0.4-0.6),Africa,Middle East & North Africa
ROU,ROU.31_1,Romania,Olt,rfr,Pop,2.548118401,1381,2,"Medium - High (3 in 1,000 to 7 in 1,000)",Europe,Europe & Central Asia
COD,COD.3_1,Democratic Republic of the Congo,Haut-Katanga,drr,Ind,2.54783069,1566,2,Medium (0.4-0.6),Africa,Sub-Saharan Africa
IRN,IRN.21_1,Iran,North Khorasan,drr,Liv,2.54783,1637,2,Medium (0.4-0.6),Asia,Middle East & North Africa
SWE,SWE.6_1,Sweden,JÃ¤mtland,rfr,Pop,2.547716192,1382,2,"Medium - High (3 in 1,000 to 7 in 1,000)",Europe,Europe & Central Asia
VNM,VNM.9_1,Vietnam,BÃ¬nh DÆ°Æ¡ng,drr,Liv,2.54739347,1638,2,Medium (0.4-0.6),Asia,East Asia & Pacific
JAM,JAM.12_1,Jamaica,Saint Thomas,drr,Ind,2.54734546,1567,2,Medium (0.4-0.6),Americas,Latin America & Caribbean
AUT,AUT.4_1,Austria,OberÃ¶sterreich,drr,Liv,2.54712023,1639,2,Medium (0.4-0.6),Europe,Europe & Central Asia
TUR,TUR.14_1,Turkey,Batman,bws,Liv,2.546753252,962,2,Medium - High (20-40%),Asia,Europe & Central Asia
SVK,SVK.3_1,Slovakia,KoÅ¡ickÃ½,rfr,Pop,2.546583482,1383,2,"Medium - High (3 in 1,000 to 7 in 1,000)",Europe,Europe & Central Asia
URY,URY.19_1,Uruguay,Treinta y Tres,drr,Ind,2.546535535,1568,2,Medium (0.4-0.6),Americas,Latin America & Caribbean
CHE,CHE.20_1,Switzerland,Thurgau,drr,Ind,2.546269655,1569,2,Medium (0.4-0.6),Europe,Europe & Central Asia
TUR,TUR.27_1,Turkey,DÃ¼zce,drr,Tot,2.545908145,1614,2,Medium (0.4-0.6),Asia,Europe & Central Asia
VNM,VNM.48_1,Vietnam,Quáº£ng NgÃ£i,drr,One,2.54570517,1602,2,Medium (0.4-0.6),Asia,East Asia & Pacific
VNM,VNM.11_1,Vietnam,BÃ¬nh Thuáº­n,drr,Liv,2.54570368,1640,2,Medium (0.4-0.6),Asia,East Asia & Pacific
GRC,GRC.3_1,Greece,Attica,drr,One,2.54558232,1603,2,Medium (0.4-0.6),Europe,Europe & Central Asia
NIC,NIC.9_1,Nicaragua,Jinotega,drr,One,2.545552365,1604,2,Medium (0.4-0.6),Americas,Latin America & Caribbean
THA,THA.16_1,Thailand,Kanchanaburi,drr,Tot,2.545234455,1615,2,Medium (0.4-0.6),Asia,East Asia & Pacific
KEN,KEN.6_1,Kenya,Embu,drr,Ind,2.545011145,1570,2,Medium (0.4-0.6),Africa,Sub-Saharan Africa
TUR,TUR.27_1,Turkey,DÃ¼zce,drr,Ind,2.544883495,1571,2,Medium (0.4-0.6),Asia,Europe & Central Asia
JPN,JPN.14_1,Japan,Ibaraki,bws,Tot,2.544690813,977,2,Medium - High (20-40%),Asia,East Asia & Pacific
ROU,ROU.35_1,Romania,Sibiu,bws,Dom,2.544587229,942,2,Medium - High (20-40%),Europe,Europe & Central Asia
SOM,SOM.10_1,Somalia,Jubbada Hoose,drr,Irr,2.54437629,1600,2,Medium (0.4-0.6),Africa,Sub-Saharan Africa
RUS,RUS.55_1,Russia,Perm',drr,Liv,2.544322775,1641,2,Medium (0.4-0.6),Europe,Europe & Central Asia
IRN,IRN.25_1,Iran,Semnan,drr,Liv,2.54423405,1642,2,Medium (0.4-0.6),Asia,Middle East & North Africa
URY,URY.19_1,Uruguay,Treinta y Tres,drr,Dom,2.54400786,1553,2,Medium (0.4-0.6),Americas,Latin America & Caribbean
MRT,MRT.6_1,Mauritania,Guidimaka,drr,Ind,2.543836695,1572,2,Medium (0.4-0.6),Africa,Sub-Saharan Africa
NLD,NLD.8_1,Netherlands,Noord-Brabant,drr,Tot,2.54380373,1616,2,Medium (0.4-0.6),Europe,Europe & Central Asia
UGA,UGA.24_1,Uganda,Kibale,rfr,Pop,2.543415963,1384,2,"Medium - High (3 in 1,000 to 7 in 1,000)",Africa,Sub-Saharan Africa
NLD,NLD.8_1,Netherlands,Noord-Brabant,drr,Ind,2.54333083,1573,2,Medium (0.4-0.6),Europe,Europe & Central Asia
SOM,SOM.10_1,Somalia,Jubbada Hoose,drr,Tot,2.54318205,1617,2,Medium (0.4-0.6),Africa,Sub-Saharan Africa
CHE,CHE.20_1,Switzerland,Thurgau,drr,Liv,2.543073275,1643,2,Medium (0.4-0.6),Europe,Europe & Central Asia
MKD,MKD.54_1,Macedonia,PehÄevo,drr,Liv,2.54284777,1644,2,Medium (0.4-0.6),Europe,Europe & Central Asia
TUR,TUR.27_1,Turkey,DÃ¼zce,drr,Dom,2.54268392,1554,2,Medium (0.4-0.6),Asia,Europe & Central Asia
PHL,PHL.35_1,Philippines,Ilocos Sur,bws,Liv,2.542539321,963,2,Medium - High (20-40%),Asia,East Asia & Pacific
VNM,VNM.48_1,Vietnam,Quáº£ng NgÃ£i,drr,Tot,2.542381055,1618,2,Medium (0.4-0.6),Asia,East Asia & Pacific
KEN,KEN.22_1,Kenya,Machakos,drr,Ind,2.54228398,1574,2,Medium (0.4-0.6),Africa,Sub-Saharan Africa
JPN,JPN.14_1,Japan,Ibaraki,bws,Dom,2.542240454,943,2,Medium - High (20-40%),Asia,East Asia & Pacific
SWE,SWE.15_1,Sweden,Stockholm,bws,Ind,2.542154901,963,2,Medium - High (20-40%),Europe,Europe & Central Asia
MMR,MMR.2_1,Myanmar,Bago,bws,Ind,2.541981148,964,2,Medium - High (20-40%),Asia,East Asia & Pacific
ALB,ALB.12_1,Albania,VlorÃ«,drr,Irr,2.54193183,1601,2,Medium (0.4-0.6),Europe,Europe & Central Asia
COD,COD.3_1,Democratic Republic of the Congo,Haut-Katanga,drr,Tot,2.54170274,1619,2,Medium (0.4-0.6),Africa,Sub-Saharan Africa
BDI,BDI.5_1,Burundi,Cankuzo,drr,One,2.54135538,1605,2,Medium (0.4-0.6),Africa,Sub-Saharan Africa
TUR,TUR.27_1,Turkey,DÃ¼zce,drr,One,2.54122294,1606,2,Medium (0.4-0.6),Asia,Europe & Central Asia
IRL,IRL.6_1,Ireland,Dublin,drr,Tot,2.54119352,1620,2,Medium (0.4-0.6),Europe,Europe & Central Asia
NER,NER.3_1,Niger,Dosso,bws,One,2.541129518,870,2,Medium - High (20-40%),Africa,Sub-Saharan Africa
ZMB,ZMB.4_1,Zambia,Luapula,drr,Ind,2.54106363,1575,2,Medium (0.4-0.6),Africa,Sub-Saharan Africa
USA,USA.37_1,United States,Oklahoma,drr,Ind,2.540842595,1576,2,Medium (0.4-0.6),Americas,North America
URY,URY.6_1,Uruguay,Flores,drr,Liv,2.540829575,1645,2,Medium (0.4-0.6),Americas,Latin America & Caribbean
SLV,SLV.4_1,El Salvador,CuscatlÃ¡n,bws,Tot,2.540763666,978,2,Medium - High (20-40%),Americas,Latin America & Caribbean
MEX,MEX.13_1,Mexico,Hidalgo,bws,Liv,2.540701744,964,2,Medium - High (20-40%),Americas,Latin America & Caribbean
RUS,RUS.76_1,Russia,Vladimir,bws,Ind,2.540648428,965,2,Medium - High (20-40%),Europe,Europe & Central Asia
USA,USA.37_1,United States,Oklahoma,drr,Dom,2.540616805,1555,2,Medium (0.4-0.6),Americas,North America
AZE,AZE.8_1,Azerbaijan,Quba-Khachmaz,bws,Liv,2.540266738,965,2,Medium - High (20-40%),Asia,Europe & Central Asia
FRA,FRA.1_1,France,Auvergne-RhÃ´ne-Alpes,drr,Ind,2.540169275,1577,2,Medium (0.4-0.6),Europe,Europe & Central Asia
FRA,FRA.1_1,France,Auvergne-RhÃ´ne-Alpes,drr,Tot,2.54016844,1621,2,Medium (0.4-0.6),Europe,Europe & Central Asia
VNM,VNM.48_1,Vietnam,Quáº£ng NgÃ£i,drr,Irr,2.54016107,1602,2,Medium (0.4-0.6),Asia,East Asia & Pacific
VNM,VNM.48_1,Vietnam,Quáº£ng NgÃ£i,drr,Dom,2.540080135,1556,2,Medium (0.4-0.6),Asia,East Asia & Pacific
TUR,TUR.70_1,Turkey,Sinop,drr,Dom,2.539736525,1557,2,Medium (0.4-0.6),Asia,Europe & Central Asia
RUS,RUS.76_1,Russia,Vladimir,bws,Tot,2.539068548,979,2,Medium - High (20-40%),Europe,Europe & Central Asia
USA,USA.37_1,United States,Oklahoma,drr,Tot,2.538897925,1622,2,Medium (0.4-0.6),Americas,North America
USA,USA.37_1,United States,Oklahoma,drr,One,2.53864482,1607,2,Medium (0.4-0.6),Americas,North America
JPN,JPN.35_1,Japan,Saitama,drr,Tot,2.53835706,1623,2,Medium (0.4-0.6),Asia,East Asia & Pacific
CZE,CZE.14_1,Czech Republic,ZlÃ­nskÃ½,bws,Liv,2.538289295,966,2,Medium - High (20-40%),Europe,Europe & Central Asia
NAM,NAM.10_1,Namibia,Oshana,drr,Irr,2.53825128,1603,2,Medium (0.4-0.6),Africa,Sub-Saharan Africa
THA,THA.4_1,Thailand,Bueng Kan,drr,Liv,2.53817305,1646,2,Medium (0.4-0.6),Asia,East Asia & Pacific
LKA,LKA.24_1,Sri Lanka,Trincomalee,drr,Ind,2.537145995,1578,2,Medium (0.4-0.6),Asia,South Asia
IRL,IRL.23_1,Ireland,Waterford,rfr,Pop,2.537030509,1385,2,"Medium - High (3 in 1,000 to 7 in 1,000)",Europe,Europe & Central Asia
CHN,CHN.15_1,China,Jiangsu,bws,Dom,2.537028092,944,2,Medium - High (20-40%),Asia,East Asia & Pacific
KEN,KEN.14_1,Kenya,Kilifi,drr,Dom,2.536895215,1558,2,Medium (0.4-0.6),Africa,Sub-Saharan Africa
GEO,GEO.3_1,Georgia,Guria,drr,Ind,2.536806995,1579,2,Medium (0.4-0.6),Asia,Europe & Central Asia
RUS,RUS.5_1,Russia,Astrakhan',drr,One,2.53674405,1608,2,Medium (0.4-0.6),Europe,Europe & Central Asia
BWA,BWA.6_1,Botswana,Jwaneng,drr,Liv,2.53665884,1647,2,Medium (0.4-0.6),Africa,Sub-Saharan Africa
BTN,BTN.11_1,Bhutan,Samdrupjongkhar,drr,Dom,2.53665625,1559,2,Medium (0.4-0.6),Asia,South Asia
BWA,BWA.6_1,Botswana,Jwaneng,drr,One,2.53657253,1609,2,Medium (0.4-0.6),Africa,Sub-Saharan Africa
IRL,IRL.26_1,Ireland,Wicklow,drr,Tot,2.536497125,1624,2,Medium (0.4-0.6),Europe,Europe & Central Asia
TKM,TKM.4_1,Turkmenistan,Chardzhou,drr,Ind,2.53637815,1580,2,Medium (0.4-0.6),Asia,Europe & Central Asia
CZE,CZE.4_1,Czech Republic,Kraj VysoÄina,bws,Irr,2.53620393,961,2,Medium - High (20-40%),Europe,Europe & Central Asia
CHN,CHN.9_1,China,Hainan,drr,Ind,2.53600539,1581,2,Medium (0.4-0.6),Asia,East Asia & Pacific
NZL,NZL.7_1,New Zealand,Manawatu-Wanganui,drr,One,2.535938875,1610,2,Medium (0.4-0.6),Oceania,East Asia & Pacific
USA,USA.37_1,United States,Oklahoma,drr,Liv,2.53586,1648,2,Medium (0.4-0.6),Americas,North America
CYP,CYP.5_1,Cyprus,Paphos,drr,Liv,2.53579488,1649,2,Medium (0.4-0.6),Asia,Europe & Central Asia
BWA,BWA.6_1,Botswana,Jwaneng,drr,Ind,2.53576371,1582,2,Medium (0.4-0.6),Africa,Sub-Saharan Africa
BWA,BWA.6_1,Botswana,Jwaneng,drr,Tot,2.535759435,1625,2,Medium (0.4-0.6),Africa,Sub-Saharan Africa
BWA,BWA.6_1,Botswana,Jwaneng,drr,Dom,2.53557086,1560,2,Medium (0.4-0.6),Africa,Sub-Saharan Africa
JPN,JPN.14_1,Japan,Ibaraki,bws,Irr,2.535378749,962,2,Medium - High (20-40%),Asia,East Asia & Pacific
RUS,RUS.27_1,Russia,Kemerovo,drr,Liv,2.53515911,1650,2,Medium (0.4-0.6),Europe,Europe & Central Asia
CZE,CZE.14_1,Czech Republic,ZlÃ­nskÃ½,bws,Tot,2.534908372,980,2,Medium - High (20-40%),Europe,Europe & Central Asia
PHL,PHL.9_1,Philippines,Basilan,rfr,Pop,2.53454118,1386,2,"Medium - High (3 in 1,000 to 7 in 1,000)",Asia,East Asia & Pacific
AFG,AFG.1_1,Afghanistan,Badakhshan,drr,Liv,2.534512105,1651,2,Medium (0.4-0.6),Asia,South Asia
DZA,DZA.47_1,Algeria,Tizi Ouzou,bws,One,2.53449661,871,2,Medium - High (20-40%),Africa,Middle East & North Africa
BGR,BGR.12_1,Bulgaria,Pernik,drr,Liv,2.53434819,1652,2,Medium (0.4-0.6),Europe,Europe & Central Asia
IDN,IDN.15_1,Indonesia,Kalimantan Timur,drr,Dom,2.53429764,1561,2,Medium (0.4-0.6),Asia,East Asia & Pacific
DJI,DJI.5_1,Djibouti,Tadjourah,bws,Tot,2.534229556,981,2,Medium - High (20-40%),Africa,Middle East & North Africa
THA,THA.47_1,Thailand,Phrae,drr,Dom,2.534063825,1562,2,Medium (0.4-0.6),Asia,East Asia & Pacific
MYS,MYS.2_1,Malaysia,Kedah,drr,Ind,2.53399981,1583,2,Medium (0.4-0.6),Asia,East Asia & Pacific
AUT,AUT.4_1,Austria,OberÃ¶sterreich,drr,Irr,2.53396391,1604,2,Medium (0.4-0.6),Europe,Europe & Central Asia
JPN,JPN.13_1,Japan,HyÅgo,bws,One,2.533927369,872,2,Medium - High (20-40%),Asia,East Asia & Pacific
CHN,CHN.6_1,China,Guangdong,drr,Dom,2.533802495,1563,2,Medium (0.4-0.6),Asia,East Asia & Pacific
MDA,MDA.37_1,Moldova,Ungheni,bws,Ind,2.533468924,966,2,Medium - High (20-40%),Europe,Europe & Central Asia
RUS,RUS.25_1,Russia,Karachay-Cherkess,drr,Liv,2.533326915,1653,2,Medium (0.4-0.6),Europe,Europe & Central Asia
CHN,CHN.6_1,China,Guangdong,drr,Ind,2.533249655,1584,2,Medium (0.4-0.6),Asia,East Asia & Pacific
ARG,ARG.19_1,Argentina,San Luis,drr,One,2.5331999,1611,2,Medium (0.4-0.6),Americas,Latin America & Caribbean
MEX,MEX.12_1,Mexico,Guerrero,drr,Liv,2.533144735,1654,2,Medium (0.4-0.6),Americas,Latin America & Caribbean
THA,THA.47_1,Thailand,Phrae,drr,Liv,2.532898785,1655,2,Medium (0.4-0.6),Asia,East Asia & Pacific
IND,IND.33_1,India,Tripura,bws,Dom,2.53275004,945,2,Medium - High (20-40%),Asia,South Asia
IRL,IRL.26_1,Ireland,Wicklow,drr,Ind,2.53263817,1585,2,Medium (0.4-0.6),Europe,Europe & Central Asia
BGR,BGR.1_1,Bulgaria,Blagoevgrad,drr,Liv,2.53242283,1656,2,Medium (0.4-0.6),Europe,Europe & Central Asia
RUS,RUS.11_1,Russia,Chelyabinsk,bws,Tot,2.532208983,982,2,Medium - High (20-40%),Europe,Europe & Central Asia
DZA,DZA.21_1,Algeria,Guelma,bws,Ind,2.532135839,967,2,Medium - High (20-40%),Africa,Middle East & North Africa
VNM,VNM.53_1,Vietnam,TÃ¢y Ninh,drr,Dom,2.531997085,1564,2,Medium (0.4-0.6),Asia,East Asia & Pacific
BGR,BGR.1_1,Bulgaria,Blagoevgrad,drr,Irr,2.531742675,1605,2,Medium (0.4-0.6),Europe,Europe & Central Asia
TCD,TCD.11_1,Chad,Logone Occidental,drr,Tot,2.531699735,1626,2,Medium (0.4-0.6),Africa,Sub-Saharan Africa
THA,THA.4_1,Thailand,Bueng Kan,drr,Tot,2.531544205,1627,2,Medium (0.4-0.6),Asia,East Asia & Pacific
RUS,RUS.66_1,Russia,Sverdlovsk,bws,Tot,2.53131277,983,2,Medium - High (20-40%),Europe,Europe & Central Asia
MNE,MNE.14_1,Montenegro,Pljevlja,drr,One,2.53129523,1612,2,Medium (0.4-0.6),Europe,Europe & Central Asia
UKR,UKR.1_1,Ukraine,Cherkasy,bws,Liv,2.530948269,967,2,Medium - High (20-40%),Europe,Europe & Central Asia
THA,THA.47_1,Thailand,Phrae,drr,Tot,2.530622445,1628,2,Medium (0.4-0.6),Asia,East Asia & Pacific
ZMB,ZMB.6_1,Zambia,Muchinga,drr,One,2.53058264,1613,2,Medium (0.4-0.6),Africa,Sub-Saharan Africa
THA,THA.47_1,Thailand,Phrae,drr,Irr,2.530558515,1606,2,Medium (0.4-0.6),Asia,East Asia & Pacific
THA,THA.47_1,Thailand,Phrae,drr,Ind,2.530542835,1586,2,Medium (0.4-0.6),Asia,East Asia & Pacific
NOR,NOR.1_1,Norway,Akershus,rfr,Pop,2.530542717,1387,2,"Medium - High (3 in 1,000 to 7 in 1,000)",Europe,Europe & Central Asia
THA,THA.4_1,Thailand,Bueng Kan,drr,Dom,2.530410155,1565,2,Medium (0.4-0.6),Asia,East Asia & Pacific
ZMB,ZMB.8_1,Zambia,Northern,drr,Ind,2.5303207,1587,2,Medium (0.4-0.6),Africa,Sub-Saharan Africa
KHM,KHM.19_1,Cambodia,Prey VÃªng,bws,Ind,2.53028576,968,2,Medium - High (20-40%),Asia,East Asia & Pacific
MMR,MMR.1_1,Myanmar,Ayeyarwady,bws,Liv,2.530210115,968,2,Medium - High (20-40%),Asia,East Asia & Pacific
TUR,TUR.24_1,Turkey,Ã‡orum,bws,Ind,2.530085682,969,2,Medium - High (20-40%),Asia,Europe & Central Asia
ZMB,ZMB.6_1,Zambia,Muchinga,drr,Dom,2.52978844,1566,2,Medium (0.4-0.6),Africa,Sub-Saharan Africa
THA,THA.40_1,Thailand,Phatthalung,bws,One,2.529474277,873.5,2,Medium - High (20-40%),Asia,East Asia & Pacific
THA,THA.64_1,Thailand,Songkhla,bws,One,2.529474277,873.5,2,Medium - High (20-40%),Asia,East Asia & Pacific
RUS,RUS.80_1,Russia,Yamal-Nenets,rfr,Pop,2.529359627,1388,2,"Medium - High (3 in 1,000 to 7 in 1,000)",Europe,Europe & Central Asia
IDN,IDN.15_1,Indonesia,Kalimantan Timur,drr,Ind,2.52918347,1588,2,Medium (0.4-0.6),Asia,East Asia & Pacific
TUN,TUN.15_1,Tunisia,Monastir,drr,Ind,2.5291696,1589,2,Medium (0.4-0.6),Africa,Middle East & North Africa
MEX,MEX.12_1,Mexico,Guerrero,drr,Irr,2.529116875,1607,2,Medium (0.4-0.6),Americas,Latin America & Caribbean
RUS,RUS.27_1,Russia,Kemerovo,drr,One,2.528721235,1614,2,Medium (0.4-0.6),Europe,Europe & Central Asia
THA,THA.73_1,Thailand,Udon Thani,bws,Dom,2.528533369,946,2,Medium - High (20-40%),Asia,East Asia & Pacific
IND,IND.36_1,India,West Bengal,bws,Liv,2.528474558,969,2,Medium - High (20-40%),Asia,South Asia
EST,EST.8_1,Estonia,PÃ¤rnu,bws,Ind,2.528456577,970,2,Medium - High (20-40%),Europe,Europe & Central Asia
MYS,MYS.15_1,Malaysia,Selangor,drr,Dom,2.528312755,1567,2,Medium (0.4-0.6),Asia,East Asia & Pacific
PRK,PRK.7_1,North Korea,KangwÅn-do,drr,Ind,2.527990665,1590,2,Medium (0.4-0.6),Asia,East Asia & Pacific
IND,IND.36_1,India,West Bengal,bws,Tot,2.527827231,984,2,Medium - High (20-40%),Asia,South Asia
THA,THA.39_1,Thailand,Phangnga,drr,Ind,2.5277734,1591,2,Medium (0.4-0.6),Asia,East Asia & Pacific
THA,THA.4_1,Thailand,Bueng Kan,drr,Irr,2.52771616,1608,2,Medium (0.4-0.6),Asia,East Asia & Pacific
ZWE,ZWE.8_1,Zimbabwe,Matabeleland North,drr,Liv,2.527595315,1657,2,Medium (0.4-0.6),Africa,Sub-Saharan Africa
GMB,GMB.2_1,Gambia,Lower River,drr,One,2.527518715,1615,2,Medium (0.4-0.6),Africa,Sub-Saharan Africa
VNM,VNM.11_1,Vietnam,BÃ¬nh Thuáº­n,drr,Tot,2.52714804,1629,2,Medium (0.4-0.6),Asia,East Asia & Pacific
THA,THA.43_1,Thailand,Phetchaburi,drr,Liv,2.527139655,1658,2,Medium (0.4-0.6),Asia,East Asia & Pacific
TZA,TZA.4_1,Tanzania,Geita,drr,Liv,2.52678398,1659,2,Medium (0.4-0.6),Africa,Sub-Saharan Africa
GEO,GEO.5_1,Georgia,Kakheti,rfr,Pop,2.526678467,1389,2,"Medium - High (3 in 1,000 to 7 in 1,000)",Asia,Europe & Central Asia
BDI,BDI.5_1,Burundi,Cankuzo,drr,Liv,2.526668525,1660,2,Medium (0.4-0.6),Africa,Sub-Saharan Africa
NAM,NAM.10_1,Namibia,Oshana,drr,Liv,2.52655512,1661,2,Medium (0.4-0.6),Africa,Sub-Saharan Africa
AFG,AFG.6_1,Afghanistan,Daykundi,bws,Tot,2.526339256,985,2,Medium - High (20-40%),Asia,South Asia
ETH,ETH.8_1,Ethiopia,Oromia,drr,Irr,2.525994455,1609,2,Medium (0.4-0.6),Africa,Sub-Saharan Africa
MKD,MKD.56_1,Macedonia,Plasnica,drr,One,2.525828485,1616,2,Medium (0.4-0.6),Europe,Europe & Central Asia
PRY,PRY.17_1,Paraguay,Presidente Hayes,drr,Dom,2.52577718,1568,2,Medium (0.4-0.6),Americas,Latin America & Caribbean
USA,USA.26_1,United States,Missouri,drr,Dom,2.52575854,1569,2,Medium (0.4-0.6),Americas,North America
SOM,SOM.17_1,Somalia,Togdheer,drr,Tot,2.52562787,1630,2,Medium (0.4-0.6),Africa,Sub-Saharan Africa
CZE,CZE.14_1,Czech Republic,ZlÃ­nskÃ½,bws,Ind,2.525269963,971,2,Medium - High (20-40%),Europe,Europe & Central Asia
THA,THA.47_1,Thailand,Phrae,drr,One,2.525158455,1617,2,Medium (0.4-0.6),Asia,East Asia & Pacific
IRL,IRL.24_1,Ireland,Westmeath,drr,Liv,2.52513165,1662,2,Medium (0.4-0.6),Europe,Europe & Central Asia
MAR,MAR.12_1,Morocco,Souss - Massa - DraÃ¢,rfr,Pop,2.525092522,1390,2,"Medium - High (3 in 1,000 to 7 in 1,000)",Africa,Middle East & North Africa
AFG,AFG.6_1,Afghanistan,Daykundi,bws,Irr,2.524997557,963,2,Medium - High (20-40%),Asia,South Asia
URY,URY.10_1,Uruguay,Montevideo,bws,Ind,2.524872606,972,2,Medium - High (20-40%),Americas,Latin America & Caribbean
ZWE,ZWE.9_1,Zimbabwe,Matabeleland South,rfr,Pop,2.524836449,1391,2,"Medium - High (3 in 1,000 to 7 in 1,000)",Africa,Sub-Saharan Africa
VNM,VNM.53_1,Vietnam,TÃ¢y Ninh,drr,Ind,2.524589825,1592,2,Medium (0.4-0.6),Asia,East Asia & Pacific
KEN,KEN.18_1,Kenya,Kitui,drr,One,2.52456422,1618,2,Medium (0.4-0.6),Africa,Sub-Saharan Africa
ECU,ECU.7_1,Ecuador,El Oro,drr,Liv,2.52447718,1663,2,Medium (0.4-0.6),Americas,Latin America & Caribbean
COL,COL.18_1,Colombia,La Guajira,drr,Tot,2.524321735,1631,2,Medium (0.4-0.6),Americas,Latin America & Caribbean
IDN,IDN.22_1,Indonesia,Papua Barat,drr,Ind,2.52422791,1593,2,Medium (0.4-0.6),Asia,East Asia & Pacific
CYP,CYP.1_1,Cyprus,Famagusta,drr,Tot,2.52412103,1632,2,Medium (0.4-0.6),Asia,Europe & Central Asia
CHN,CHN.15_1,China,Jiangsu,bws,Ind,2.524063846,973,2,Medium - High (20-40%),Asia,East Asia & Pacific
TZA,TZA.9_1,Tanzania,Kilimanjaro,bws,Tot,2.524030705,986,2,Medium - High (20-40%),Africa,Sub-Saharan Africa
IRN,IRN.21_1,Iran,North Khorasan,drr,Dom,2.52371273,1570,2,Medium (0.4-0.6),Asia,Middle East & North Africa
NLD,NLD.8_1,Netherlands,Noord-Brabant,drr,Dom,2.52365582,1571,2,Medium (0.4-0.6),Europe,Europe & Central Asia
NAM,NAM.10_1,Namibia,Oshana,drr,Ind,2.523512665,1594,2,Medium (0.4-0.6),Africa,Sub-Saharan Africa
