gid_0,gid_1,name_0,name_1,year,scenario,indicator_name,weight,score,score_ranked,cat,label,un_region,wb_region
CHN,CHN.22_1,China,Shaanxi,2030,pes,bws,Ind,3.332707645,709,3,High (40-80%),Asia,East Asia & Pacific
CHN,CHN.22_1,China,Shaanxi,2030,pes,bws,Irr,2.984213497,845,2,Medium - High (20-40%),Asia,East Asia & Pacific
CHN,CHN.22_1,China,Shaanxi,2030,pes,bws,Liv,2.504273271,1033,2,Medium - High (20-40%),Asia,East Asia & Pacific
CHN,CHN.22_1,China,Shaanxi,2030,pes,bws,Tot,3.023521562,866,3,High (40-80%),Asia,East Asia & Pacific
CHN,CHN.22_1,China,Shaanxi,2050,opt,bws,Dom,3.023236056,852,3,High (40-80%),Asia,East Asia & Pacific
CHN,CHN.22_1,China,Shaanxi,2050,opt,bws,Ind,3.476662932,705,3,High (40-80%),Asia,East Asia & Pacific
CHN,CHN.22_1,China,Shaanxi,2050,opt,bws,Irr,3.347395588,730,3,High (40-80%),Asia,East Asia & Pacific
CHN,CHN.22_1,China,Shaanxi,2050,opt,bws,Liv,2.677643332,987,2,Medium - High (20-40%),Asia,East Asia & Pacific
CHN,CHN.22_1,China,Shaanxi,2050,opt,bws,Tot,3.317926737,759,3,High (40-80%),Asia,East Asia & Pacific
CHN,CHN.22_1,China,Shaanxi,2050,bau,bws,Dom,2.89025943,925,2,Medium - High (20-40%),Asia,East Asia & Pacific
CHN,CHN.22_1,China,Shaanxi,2050,bau,bws,Ind,3.346209038,838,3,High (40-80%),Asia,East Asia & Pacific
CHN,CHN.22_1,China,Shaanxi,2050,bau,bws,Irr,3.031508569,912,3,High (40-80%),Asia,East Asia & Pacific
CHN,CHN.22_1,China,Shaanxi,2050,bau,bws,Liv,2.570372626,1053,2,Medium - High (20-40%),Asia,East Asia & Pacific
CHN,CHN.22_1,China,Shaanxi,2050,bau,bws,Tot,3.049875705,919,3,High (40-80%),Asia,East Asia & Pacific
CHN,CHN.22_1,China,Shaanxi,2050,pes,bws,Dom,2.932182894,897,2,Medium - High (20-40%),Asia,East Asia & Pacific
CHN,CHN.22_1,China,Shaanxi,2050,pes,bws,Ind,3.371687239,817,3,High (40-80%),Asia,East Asia & Pacific
CHN,CHN.22_1,China,Shaanxi,2050,pes,bws,Irr,3.134316299,866,3,High (40-80%),Asia,East Asia & Pacific
CHN,CHN.22_1,China,Shaanxi,2050,pes,bws,Liv,2.577003232,1041,2,Medium - High (20-40%),Asia,East Asia & Pacific
CHN,CHN.22_1,China,Shaanxi,2050,pes,bws,Tot,3.133817988,898,3,High (40-80%),Asia,East Asia & Pacific
CHN,CHN.22_1,China,Shaanxi,2080,opt,bws,Dom,2.965772379,890,2,Medium - High (20-40%),Asia,East Asia & Pacific
CHN,CHN.22_1,China,Shaanxi,2080,opt,bws,Ind,3.395140446,820,3,High (40-80%),Asia,East Asia & Pacific
CHN,CHN.22_1,China,Shaanxi,2080,opt,bws,Irr,3.312846635,832,3,High (40-80%),Asia,East Asia & Pacific
CHN,CHN.22_1,China,Shaanxi,2080,opt,bws,Liv,2.621814748,1025,2,Medium - High (20-40%),Asia,East Asia & Pacific
CHN,CHN.22_1,China,Shaanxi,2080,opt,bws,Tot,3.27881504,852,3,High (40-80%),Asia,East Asia & Pacific
CHN,CHN.22_1,China,Shaanxi,2080,bau,bws,Dom,3.065621798,940,3,High (40-80%),Asia,East Asia & Pacific
CHN,CHN.22_1,China,Shaanxi,2080,bau,bws,Ind,3.523561289,883,3,High (40-80%),Asia,East Asia & Pacific
CHN,CHN.22_1,China,Shaanxi,2080,bau,bws,Irr,3.246413642,932,3,High (40-80%),Asia,East Asia & Pacific
CHN,CHN.22_1,China,Shaanxi,2080,bau,bws,Liv,2.750653245,1083,2,Medium - High (20-40%),Asia,East Asia & Pacific
CHN,CHN.22_1,China,Shaanxi,2080,bau,bws,Tot,3.266173745,942,3,High (40-80%),Asia,East Asia & Pacific
CHN,CHN.22_1,China,Shaanxi,2080,pes,bws,Dom,3.025402609,956,3,High (40-80%),Asia,East Asia & Pacific
CHN,CHN.22_1,China,Shaanxi,2080,pes,bws,Ind,3.426070609,875,3,High (40-80%),Asia,East Asia & Pacific
CHN,CHN.22_1,China,Shaanxi,2080,pes,bws,Irr,3.18673474,919,3,High (40-80%),Asia,East Asia & Pacific
CHN,CHN.22_1,China,Shaanxi,2080,pes,bws,Liv,2.617625704,1138,2,Medium - High (20-40%),Asia,East Asia & Pacific
CHN,CHN.22_1,China,Shaanxi,2080,pes,bws,Tot,3.192259716,950,3,High (40-80%),Asia,East Asia & Pacific
CHN,CHN.22_1,China,Shaanxi,2030,opt,bws,One,2.764399631,852,2,Medium - High (20-40%),Asia,East Asia & Pacific
CHN,CHN.22_1,China,Shaanxi,2030,bau,bws,One,2.671935527,879,2,Medium - High (20-40%),Asia,East Asia & Pacific
CHN,CHN.22_1,China,Shaanxi,2030,pes,bws,One,2.634800695,886,2,Medium - High (20-40%),Asia,East Asia & Pacific
CHN,CHN.22_1,China,Shaanxi,2050,opt,bws,One,2.797692775,855,2,Medium - High (20-40%),Asia,East Asia & Pacific
CHN,CHN.22_1,China,Shaanxi,2050,bau,bws,One,2.772920403,900,2,Medium - High (20-40%),Asia,East Asia & Pacific
CHN,CHN.22_1,China,Shaanxi,2050,pes,bws,One,2.719965528,911,2,Medium - High (20-40%),Asia,East Asia & Pacific
CHN,CHN.22_1,China,Shaanxi,2080,opt,bws,One,2.717913379,894,2,Medium - High (20-40%),Asia,East Asia & Pacific
CHN,CHN.22_1,China,Shaanxi,2080,bau,bws,One,2.893656368,928,2,Medium - High (20-40%),Asia,East Asia & Pacific
CHN,CHN.22_1,China,Shaanxi,2080,pes,bws,One,2.647429233,1031,2,Medium - High (20-40%),Asia,East Asia & Pacific
CHN,CHN.23_1,China,Shandong,2030,opt,bws,Dom,4.140326834,490,4,Extremely High (>80%),Asia,East Asia & Pacific
CHN,CHN.23_1,China,Shandong,2030,opt,bws,Ind,4.205907782,487,4,Extremely High (>80%),Asia,East Asia & Pacific
CHN,CHN.23_1,China,Shandong,2030,opt,bws,Irr,4.255269705,481,4,Extremely High (>80%),Asia,East Asia & Pacific
CHN,CHN.23_1,China,Shandong,2030,opt,bws,Liv,4.155913308,463,4,Extremely High (>80%),Asia,East Asia & Pacific
CHN,CHN.23_1,China,Shandong,2030,opt,bws,Tot,4.231790476,479,4,Extremely High (>80%),Asia,East Asia & Pacific
CHN,CHN.23_1,China,Shandong,2030,bau,bws,Dom,4.043818002,517,4,Extremely High (>80%),Asia,East Asia & Pacific
CHN,CHN.23_1,China,Shandong,2030,bau,bws,Ind,4.126706897,492,4,Extremely High (>80%),Asia,East Asia & Pacific
CHN,CHN.23_1,China,Shandong,2030,bau,bws,Irr,4.179245443,469,4,Extremely High (>80%),Asia,East Asia & Pacific
CHN,CHN.23_1,China,Shandong,2030,bau,bws,Liv,4.061261775,468,4,Extremely High (>80%),Asia,East Asia & Pacific
CHN,CHN.23_1,China,Shandong,2030,bau,bws,Tot,4.151970352,495,4,Extremely High (>80%),Asia,East Asia & Pacific
CHN,CHN.23_1,China,Shandong,2030,pes,bws,Dom,4.216848226,450,4,Extremely High (>80%),Asia,East Asia & Pacific
CHN,CHN.23_1,China,Shandong,2030,pes,bws,Ind,4.285336953,440,4,Extremely High (>80%),Asia,East Asia & Pacific
CHN,CHN.23_1,China,Shandong,2030,pes,bws,Irr,4.333627142,436,4,Extremely High (>80%),Asia,East Asia & Pacific
CHN,CHN.23_1,China,Shandong,2030,pes,bws,Liv,4.233383688,418,4,Extremely High (>80%),Asia,East Asia & Pacific
CHN,CHN.23_1,China,Shandong,2030,pes,bws,Tot,4.310139043,437,4,Extremely High (>80%),Asia,East Asia & Pacific
CHN,CHN.23_1,China,Shandong,2050,opt,bws,Dom,4.232339108,462,4,Extremely High (>80%),Asia,East Asia & Pacific
CHN,CHN.23_1,China,Shandong,2050,opt,bws,Ind,4.308398995,457,4,Extremely High (>80%),Asia,East Asia & Pacific
CHN,CHN.23_1,China,Shandong,2050,opt,bws,Irr,4.379499729,452,4,Extremely High (>80%),Asia,East Asia & Pacific
CHN,CHN.23_1,China,Shandong,2050,opt,bws,Liv,4.240012457,421,4,Extremely High (>80%),Asia,East Asia & Pacific
CHN,CHN.23_1,China,Shandong,2050,opt,bws,Tot,4.346867132,446,4,Extremely High (>80%),Asia,East Asia & Pacific
CHN,CHN.23_1,China,Shandong,2050,bau,bws,Dom,4.201443094,529,4,Extremely High (>80%),Asia,East Asia & Pacific
CHN,CHN.23_1,China,Shandong,2050,bau,bws,Ind,4.260963711,517,4,Extremely High (>80%),Asia,East Asia & Pacific
CHN,CHN.23_1,China,Shandong,2050,bau,bws,Irr,4.321728872,502,4,Extremely High (>80%),Asia,East Asia & Pacific
CHN,CHN.23_1,China,Shandong,2050,bau,bws,Liv,4.214578459,509,4,Extremely High (>80%),Asia,East Asia & Pacific
CHN,CHN.23_1,China,Shandong,2050,bau,bws,Tot,4.297241134,507,4,Extremely High (>80%),Asia,East Asia & Pacific
CHN,CHN.23_1,China,Shandong,2050,pes,bws,Dom,4.249645316,502,4,Extremely High (>80%),Asia,East Asia & Pacific
CHN,CHN.23_1,China,Shandong,2050,pes,bws,Ind,4.360631502,472,4,Extremely High (>80%),Asia,East Asia & Pacific
CHN,CHN.23_1,China,Shandong,2050,pes,bws,Irr,4.476081296,451,4,Extremely High (>80%),Asia,East Asia & Pacific
CHN,CHN.23_1,China,Shandong,2050,pes,bws,Liv,4.292770975,462,4,Extremely High (>80%),Asia,East Asia & Pacific
CHN,CHN.23_1,China,Shandong,2050,pes,bws,Tot,4.425055448,464,4,Extremely High (>80%),Asia,East Asia & Pacific
CHN,CHN.23_1,China,Shandong,2080,opt,bws,Dom,4.06001445,555,4,Extremely High (>80%),Asia,East Asia & Pacific
CHN,CHN.23_1,China,Shandong,2080,opt,bws,Ind,4.122217848,544,4,Extremely High (>80%),Asia,East Asia & Pacific
CHN,CHN.23_1,China,Shandong,2080,opt,bws,Irr,4.172972624,525,4,Extremely High (>80%),Asia,East Asia & Pacific
CHN,CHN.23_1,China,Shandong,2080,opt,bws,Liv,4.056374039,532,4,Extremely High (>80%),Asia,East Asia & Pacific
CHN,CHN.23_1,China,Shandong,2080,opt,bws,Tot,4.15218793,533,4,Extremely High (>80%),Asia,East Asia & Pacific
CHN,CHN.23_1,China,Shandong,2080,bau,bws,Dom,4.00198524,654,4,Extremely High (>80%),Asia,East Asia & Pacific
CHN,CHN.23_1,China,Shandong,2080,bau,bws,Ind,4.09113808,660,4,Extremely High (>80%),Asia,East Asia & Pacific
CHN,CHN.23_1,China,Shandong,2080,bau,bws,Irr,4.155144152,628,4,Extremely High (>80%),Asia,East Asia & Pacific
CHN,CHN.23_1,China,Shandong,2080,bau,bws,Liv,4.018320474,641,4,Extremely High (>80%),Asia,East Asia & Pacific
CHN,CHN.23_1,China,Shandong,2080,bau,bws,Tot,4.125658792,646,4,Extremely High (>80%),Asia,East Asia & Pacific
CHN,CHN.23_1,China,Shandong,2080,pes,bws,Dom,4.132690183,596,4,Extremely High (>80%),Asia,East Asia & Pacific
CHN,CHN.23_1,China,Shandong,2080,pes,bws,Ind,4.196891196,595,4,Extremely High (>80%),Asia,East Asia & Pacific
CHN,CHN.23_1,China,Shandong,2080,pes,bws,Irr,4.274855978,569,4,Extremely High (>80%),Asia,East Asia & Pacific
CHN,CHN.23_1,China,Shandong,2080,pes,bws,Liv,4.14187201,569,4,Extremely High (>80%),Asia,East Asia & Pacific
CHN,CHN.23_1,China,Shandong,2080,pes,bws,Tot,4.246582885,586,4,Extremely High (>80%),Asia,East Asia & Pacific
CHN,CHN.23_1,China,Shandong,2030,opt,bws,One,3.941046209,453,3,High (40-80%),Asia,East Asia & Pacific
CHN,CHN.23_1,China,Shandong,2030,bau,bws,One,3.872235819,455,3,High (40-80%),Asia,East Asia & Pacific
CHN,CHN.23_1,China,Shandong,2030,pes,bws,One,3.973665068,428,3,High (40-80%),Asia,East Asia & Pacific
CHN,CHN.23_1,China,Shandong,2050,opt,bws,One,4.029356254,413,4,Extremely High (>80%),Asia,East Asia & Pacific
CHN,CHN.23_1,China,Shandong,2050,bau,bws,One,3.973835871,493,3,High (40-80%),Asia,East Asia & Pacific
CHN,CHN.23_1,China,Shandong,2050,pes,bws,One,4.05281858,466,4,Extremely High (>80%),Asia,East Asia & Pacific
CHN,CHN.23_1,China,Shandong,2080,opt,bws,One,3.89589751,506,3,High (40-80%),Asia,East Asia & Pacific
CHN,CHN.23_1,China,Shandong,2080,bau,bws,One,3.853055331,614,3,High (40-80%),Asia,East Asia & Pacific
CHN,CHN.23_1,China,Shandong,2080,pes,bws,One,3.937553188,603,3,High (40-80%),Asia,East Asia & Pacific
CHN,CHN.24_1,China,Shanghai,2030,opt,bws,Dom,3.578432885,647,3,High (40-80%),Asia,East Asia & Pacific
CHN,CHN.24_1,China,Shanghai,2030,opt,bws,Ind,3.458521307,701,3,High (40-80%),Asia,East Asia & Pacific
CHN,CHN.24_1,China,Shanghai,2030,opt,bws,Irr,3.306304117,791,3,High (40-80%),Asia,East Asia & Pacific
CHN,CHN.24_1,China,Shanghai,2030,opt,bws,Liv,3.329991429,760,3,High (40-80%),Asia,East Asia & Pacific
CHN,CHN.24_1,China,Shanghai,2030,opt,bws,Tot,3.356131388,802,3,High (40-80%),Asia,East Asia & Pacific
CHN,CHN.24_1,China,Shanghai,2030,bau,bws,Dom,3.541942036,638,3,High (40-80%),Asia,East Asia & Pacific
CHN,CHN.24_1,China,Shanghai,2030,bau,bws,Ind,3.428380774,676,3,High (40-80%),Asia,East Asia & Pacific
CHN,CHN.24_1,China,Shanghai,2030,bau,bws,Irr,3.293701155,700,3,High (40-80%),Asia,East Asia & Pacific
CHN,CHN.24_1,China,Shanghai,2030,bau,bws,Liv,3.308862816,684,3,High (40-80%),Asia,East Asia & Pacific
CHN,CHN.24_1,China,Shanghai,2030,bau,bws,Tot,3.338934197,713,3,High (40-80%),Asia,East Asia & Pacific
CHN,CHN.24_1,China,Shanghai,2030,pes,bws,Dom,3.540123587,654,3,High (40-80%),Asia,East Asia & Pacific
CHN,CHN.24_1,China,Shanghai,2030,pes,bws,Ind,3.420840899,693,3,High (40-80%),Asia,East Asia & Pacific
CHN,CHN.24_1,China,Shanghai,2030,pes,bws,Irr,3.291856522,709,3,High (40-80%),Asia,East Asia & Pacific
CHN,CHN.24_1,China,Shanghai,2030,pes,bws,Liv,3.285796247,706,3,High (40-80%),Asia,East Asia & Pacific
CHN,CHN.24_1,China,Shanghai,2030,pes,bws,Tot,3.338995126,729,3,High (40-80%),Asia,East Asia & Pacific
CHN,CHN.24_1,China,Shanghai,2050,opt,bws,Dom,3.508292951,666,3,High (40-80%),Asia,East Asia & Pacific
CHN,CHN.24_1,China,Shanghai,2050,opt,bws,Ind,3.394790218,730,3,High (40-80%),Asia,East Asia & Pacific
CHN,CHN.24_1,China,Shanghai,2050,opt,bws,Irr,3.267195182,759,3,High (40-80%),Asia,East Asia & Pacific
CHN,CHN.24_1,China,Shanghai,2050,opt,bws,Liv,3.262762985,737,3,High (40-80%),Asia,East Asia & Pacific
CHN,CHN.24_1,China,Shanghai,2050,opt,bws,Tot,3.312109826,761,3,High (40-80%),Asia,East Asia & Pacific
CHN,CHN.24_1,China,Shanghai,2050,bau,bws,Dom,3.527422551,712,3,High (40-80%),Asia,East Asia & Pacific
CHN,CHN.24_1,China,Shanghai,2050,bau,bws,Ind,3.417180823,816,3,High (40-80%),Asia,East Asia & Pacific
CHN,CHN.24_1,China,Shanghai,2050,bau,bws,Irr,3.284382046,840,3,High (40-80%),Asia,East Asia & Pacific
CHN,CHN.24_1,China,Shanghai,2050,bau,bws,Liv,3.29021685,821,3,High (40-80%),Asia,East Asia & Pacific
CHN,CHN.24_1,China,Shanghai,2050,bau,bws,Tot,3.330398075,852,3,High (40-80%),Asia,East Asia & Pacific
CHN,CHN.24_1,China,Shanghai,2050,pes,bws,Dom,3.571578468,697,3,High (40-80%),Asia,East Asia & Pacific
CHN,CHN.24_1,China,Shanghai,2050,pes,bws,Ind,3.464962248,723,3,High (40-80%),Asia,East Asia & Pacific
CHN,CHN.24_1,China,Shanghai,2050,pes,bws,Irr,3.338904375,810,3,High (40-80%),Asia,East Asia & Pacific
CHN,CHN.24_1,China,Shanghai,2050,pes,bws,Liv,3.343142297,796,3,High (40-80%),Asia,East Asia & Pacific
CHN,CHN.24_1,China,Shanghai,2050,pes,bws,Tot,3.384396028,828,3,High (40-80%),Asia,East Asia & Pacific
CHN,CHN.24_1,China,Shanghai,2080,opt,bws,Dom,3.475109028,720,3,High (40-80%),Asia,East Asia & Pacific
CHN,CHN.24_1,China,Shanghai,2080,opt,bws,Ind,3.338066236,835,3,High (40-80%),Asia,East Asia & Pacific
CHN,CHN.24_1,China,Shanghai,2080,opt,bws,Irr,3.217533255,859,3,High (40-80%),Asia,East Asia & Pacific
CHN,CHN.24_1,China,Shanghai,2080,opt,bws,Liv,3.218160781,843,3,High (40-80%),Asia,East Asia & Pacific
CHN,CHN.24_1,China,Shanghai,2080,opt,bws,Tot,3.260028113,860,3,High (40-80%),Asia,East Asia & Pacific
CHN,CHN.24_1,China,Shanghai,2080,bau,bws,Dom,3.623787888,794,3,High (40-80%),Asia,East Asia & Pacific
CHN,CHN.24_1,China,Shanghai,2080,bau,bws,Ind,3.505968697,884,3,High (40-80%),Asia,East Asia & Pacific
CHN,CHN.24_1,China,Shanghai,2080,bau,bws,Irr,3.357113276,897,3,High (40-80%),Asia,East Asia & Pacific
CHN,CHN.24_1,China,Shanghai,2080,bau,bws,Liv,3.383445434,868,3,High (40-80%),Asia,East Asia & Pacific
CHN,CHN.24_1,China,Shanghai,2080,bau,bws,Tot,3.40582246,910,3,High (40-80%),Asia,East Asia & Pacific
CHN,CHN.24_1,China,Shanghai,2080,pes,bws,Dom,3.529465129,803,3,High (40-80%),Asia,East Asia & Pacific
CHN,CHN.24_1,China,Shanghai,2080,pes,bws,Ind,3.409291912,880,3,High (40-80%),Asia,East Asia & Pacific
CHN,CHN.24_1,China,Shanghai,2080,pes,bws,Irr,3.302081347,884,3,High (40-80%),Asia,East Asia & Pacific
CHN,CHN.24_1,China,Shanghai,2080,pes,bws,Liv,3.301844054,883,3,High (40-80%),Asia,East Asia & Pacific
CHN,CHN.24_1,China,Shanghai,2080,pes,bws,Tot,3.340049352,900,3,High (40-80%),Asia,East Asia & Pacific
CHN,CHN.24_1,China,Shanghai,2030,opt,bws,One,2.761174722,855,2,Medium - High (20-40%),Asia,East Asia & Pacific
CHN,CHN.24_1,China,Shanghai,2030,bau,bws,One,2.799042959,825,2,Medium - High (20-40%),Asia,East Asia & Pacific
CHN,CHN.24_1,China,Shanghai,2030,pes,bws,One,2.786585178,832,2,Medium - High (20-40%),Asia,East Asia & Pacific
CHN,CHN.24_1,China,Shanghai,2050,opt,bws,One,2.81938542,844,2,Medium - High (20-40%),Asia,East Asia & Pacific
CHN,CHN.24_1,China,Shanghai,2050,bau,bws,One,2.759491722,902,2,Medium - High (20-40%),Asia,East Asia & Pacific
CHN,CHN.24_1,China,Shanghai,2050,pes,bws,One,2.800804075,881,2,Medium - High (20-40%),Asia,East Asia & Pacific
CHN,CHN.24_1,China,Shanghai,2080,opt,bws,One,2.646201852,921,2,Medium - High (20-40%),Asia,East Asia & Pacific
CHN,CHN.24_1,China,Shanghai,2080,bau,bws,One,2.842132258,952,2,Medium - High (20-40%),Asia,East Asia & Pacific
CHN,CHN.24_1,China,Shanghai,2080,pes,bws,One,2.753570793,991,2,Medium - High (20-40%),Asia,East Asia & Pacific
CHN,CHN.25_1,China,Shanxi,2030,opt,bws,Dom,4.169430379,482,4,Extremely High (>80%),Asia,East Asia & Pacific
CHN,CHN.25_1,China,Shanxi,2030,opt,bws,Ind,4.285371434,463,4,Extremely High (>80%),Asia,East Asia & Pacific
CHN,CHN.25_1,China,Shanxi,2030,opt,bws,Irr,3.55636804,675,3,High (40-80%),Asia,East Asia & Pacific
CHN,CHN.25_1,China,Shanxi,2030,opt,bws,Liv,4.19602959,454,4,Extremely High (>80%),Asia,East Asia & Pacific
CHN,CHN.25_1,China,Shanxi,2030,opt,bws,Tot,3.824215495,602,3,High (40-80%),Asia,East Asia & Pacific
CHN,CHN.25_1,China,Shanxi,2030,bau,bws,Dom,4.16362508,466,4,Extremely High (>80%),Asia,East Asia & Pacific
CHN,CHN.25_1,China,Shanxi,2030,bau,bws,Ind,4.239978332,439,4,Extremely High (>80%),Asia,East Asia & Pacific
CHN,CHN.25_1,China,Shanxi,2030,bau,bws,Irr,3.580302739,648,3,High (40-80%),Asia,East Asia & Pacific
CHN,CHN.25_1,China,Shanxi,2030,bau,bws,Liv,4.214202294,405,4,Extremely High (>80%),Asia,East Asia & Pacific
CHN,CHN.25_1,China,Shanxi,2030,bau,bws,Tot,3.830035936,588,3,High (40-80%),Asia,East Asia & Pacific
CHN,CHN.25_1,China,Shanxi,2030,pes,bws,Dom,4.120572623,480,4,Extremely High (>80%),Asia,East Asia & Pacific
CHN,CHN.25_1,China,Shanxi,2030,pes,bws,Ind,4.232101311,454,4,Extremely High (>80%),Asia,East Asia & Pacific
CHN,CHN.25_1,China,Shanxi,2030,pes,bws,Irr,3.528674539,667,3,High (40-80%),Asia,East Asia & Pacific
CHN,CHN.25_1,China,Shanxi,2030,pes,bws,Liv,4.192598445,429,4,Extremely High (>80%),Asia,East Asia & Pacific
CHN,CHN.25_1,China,Shanxi,2030,pes,bws,Tot,3.775508241,611,3,High (40-80%),Asia,East Asia & Pacific
CHN,CHN.25_1,China,Shanxi,2050,opt,bws,Dom,4.227892434,463,4,Extremely High (>80%),Asia,East Asia & Pacific
CHN,CHN.25_1,China,Shanxi,2050,opt,bws,Ind,4.322360149,454,4,Extremely High (>80%),Asia,East Asia & Pacific
CHN,CHN.25_1,China,Shanxi,2050,opt,bws,Irr,3.705544882,633,3,High (40-80%),Asia,East Asia & Pacific
CHN,CHN.25_1,China,Shanxi,2050,opt,bws,Liv,4.328143881,400,4,Extremely High (>80%),Asia,East Asia & Pacific
CHN,CHN.25_1,China,Shanxi,2050,opt,bws,Tot,3.910380257,573,3,High (40-80%),Asia,East Asia & Pacific
CHN,CHN.25_1,China,Shanxi,2050,bau,bws,Dom,4.20264892,528,4,Extremely High (>80%),Asia,East Asia & Pacific
CHN,CHN.25_1,China,Shanxi,2050,bau,bws,Ind,4.275170211,512,4,Extremely High (>80%),Asia,East Asia & Pacific
CHN,CHN.25_1,China,Shanxi,2050,bau,bws,Irr,3.629352637,692,3,High (40-80%),Asia,East Asia & Pacific
CHN,CHN.25_1,China,Shanxi,2050,bau,bws,Liv,4.308348451,468,4,Extremely High (>80%),Asia,East Asia & Pacific
CHN,CHN.25_1,China,Shanxi,2050,bau,bws,Tot,3.867785548,645,3,High (40-80%),Asia,East Asia & Pacific
CHN,CHN.25_1,China,Shanxi,2050,pes,bws,Dom,4.261259133,496,4,Extremely High (>80%),Asia,East Asia & Pacific
CHN,CHN.25_1,China,Shanxi,2050,pes,bws,Ind,4.355949529,473,4,Extremely High (>80%),Asia,East Asia & Pacific
CHN,CHN.25_1,China,Shanxi,2050,pes,bws,Irr,3.655562653,675,3,High (40-80%),Asia,East Asia & Pacific
CHN,CHN.25_1,China,Shanxi,2050,pes,bws,Liv,4.312557933,455,4,Extremely High (>80%),Asia,East Asia & Pacific
CHN,CHN.25_1,China,Shanxi,2050,pes,bws,Tot,3.909158693,624,3,High (40-80%),Asia,East Asia & Pacific
CHN,CHN.25_1,China,Shanxi,2080,opt,bws,Dom,4.235666804,502,4,Extremely High (>80%),Asia,East Asia & Pacific
CHN,CHN.25_1,China,Shanxi,2080,opt,bws,Ind,4.311087028,495,4,Extremely High (>80%),Asia,East Asia & Pacific
CHN,CHN.25_1,China,Shanxi,2080,opt,bws,Irr,3.661607351,671,3,High (40-80%),Asia,East Asia & Pacific
CHN,CHN.25_1,China,Shanxi,2080,opt,bws,Liv,4.339653373,439,4,Extremely High (>80%),Asia,East Asia & Pacific
CHN,CHN.25_1,China,Shanxi,2080,opt,bws,Tot,3.881005001,629,3,High (40-80%),Asia,East Asia & Pacific
CHN,CHN.25_1,China,Shanxi,2080,bau,bws,Dom,4.271372569,577,4,Extremely High (>80%),Asia,East Asia & Pacific
CHN,CHN.25_1,China,Shanxi,2080,bau,bws,Ind,4.337151875,577,4,Extremely High (>80%),Asia,East Asia & Pacific
CHN,CHN.25_1,China,Shanxi,2080,bau,bws,Irr,3.725951757,742,3,High (40-80%),Asia,East Asia & Pacific
CHN,CHN.25_1,China,Shanxi,2080,bau,bws,Liv,4.36014741,520,4,Extremely High (>80%),Asia,East Asia & Pacific
CHN,CHN.25_1,China,Shanxi,2080,bau,bws,Tot,3.935552829,698,3,High (40-80%),Asia,East Asia & Pacific
CHN,CHN.25_1,China,Shanxi,2080,pes,bws,Dom,4.107441177,606,4,Extremely High (>80%),Asia,East Asia & Pacific
CHN,CHN.25_1,China,Shanxi,2080,pes,bws,Ind,4.183113619,604,4,Extremely High (>80%),Asia,East Asia & Pacific
CHN,CHN.25_1,China,Shanxi,2080,pes,bws,Irr,3.545875087,824,3,High (40-80%),Asia,East Asia & Pacific
CHN,CHN.25_1,China,Shanxi,2080,pes,bws,Liv,4.135978704,573,4,Extremely High (>80%),Asia,East Asia & Pacific
CHN,CHN.25_1,China,Shanxi,2080,pes,bws,Tot,3.765690069,779,3,High (40-80%),Asia,East Asia & Pacific
CHN,CHN.25_1,China,Shanxi,2030,opt,bws,One,4.005415053,432,4,Extremely High (>80%),Asia,East Asia & Pacific
CHN,CHN.25_1,China,Shanxi,2030,bau,bws,One,4.062807809,401,4,Extremely High (>80%),Asia,East Asia & Pacific
CHN,CHN.25_1,China,Shanxi,2030,pes,bws,One,4.051353448,401,4,Extremely High (>80%),Asia,East Asia & Pacific
CHN,CHN.25_1,China,Shanxi,2050,opt,bws,One,4.166604844,372,4,Extremely High (>80%),Asia,East Asia & Pacific
CHN,CHN.25_1,China,Shanxi,2050,bau,bws,One,4.145205357,448,4,Extremely High (>80%),Asia,East Asia & Pacific
CHN,CHN.25_1,China,Shanxi,2050,pes,bws,One,4.095680653,443,4,Extremely High (>80%),Asia,East Asia & Pacific
CHN,CHN.25_1,China,Shanxi,2080,opt,bws,One,4.134203619,425,4,Extremely High (>80%),Asia,East Asia & Pacific
CHN,CHN.25_1,China,Shanxi,2080,bau,bws,One,4.191808031,495,4,Extremely High (>80%),Asia,East Asia & Pacific
CHN,CHN.25_1,China,Shanxi,2080,pes,bws,One,3.927390118,606,3,High (40-80%),Asia,East Asia & Pacific
CHN,CHN.26_1,China,Sichuan,2030,opt,bws,Dom,2.903665055,862,2,Medium - High (20-40%),Asia,East Asia & Pacific
CHN,CHN.26_1,China,Sichuan,2030,opt,bws,Ind,3.142514107,827,3,High (40-80%),Asia,East Asia & Pacific
CHN,CHN.26_1,China,Sichuan,2030,opt,bws,Irr,3.176023874,813,3,High (40-80%),Asia,East Asia & Pacific
CHN,CHN.26_1,China,Sichuan,2030,opt,bws,Liv,2.313321228,1116,2,Medium - High (20-40%),Asia,East Asia & Pacific
CHN,CHN.26_1,China,Sichuan,2030,opt,bws,Tot,3.142223705,847,3,High (40-80%),Asia,East Asia & Pacific
CHN,CHN.26_1,China,Sichuan,2030,bau,bws,Dom,2.930782354,842,2,Medium - High (20-40%),Asia,East Asia & Pacific
CHN,CHN.26_1,China,Sichuan,2030,bau,bws,Ind,3.175647728,791,3,High (40-80%),Asia,East Asia & Pacific
CHN,CHN.26_1,China,Sichuan,2030,bau,bws,Irr,3.189150394,724,3,High (40-80%),Asia,East Asia & Pacific
